domain,v13_row_index_0based,clarity,risk_type,alternative_labels,correct_label,target,note,recommendation,probe,formatted_question,option_a,option_b,option_c,option_d,option_e,derivation,source_fact(s)
United_States_v_Jaison_Coleman,4,clear,none,,(E),checking the children’s welfare,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Jaison Coleman', the officers’ quick canvas and basic questioning remained within the scope of consent because they were","According to the opinion 'United States v. Jaison Coleman', the officers’ quick canvas and basic questioning remained within the scope of consent because they were
(A) trying to determine whether Coleman was hiding inside
(B) making sure the residence was safe for the officers
(C) searching the home for evidence or contraband
(D) investigating Coleman’s possible criminal conduct
(E) checking the children’s welfare",trying to determine whether Coleman was hiding inside,making sure the residence was safe for the officers,searching the home for evidence or contraband,investigating Coleman’s possible criminal conduct,checking the children’s welfare,"Because the consented purpose was a welfare check that included confirming safety from Coleman, the brief scan and questioning were treated as necessary means to carry out that purpose.","['Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.']"
United_States_v_Jaison_Coleman,5,clear,none,,(A),within the scope of consent,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Jaison Coleman', because the welfare check required locating everyone in the home and confirming Coleman posed no danger, finding him in a separate bedroom during the canvas was","According to the opinion 'United States v. Jaison Coleman', because the welfare check required locating everyone in the home and confirming Coleman posed no danger, finding him in a separate bedroom during the canvas was
(A) within the scope of consent
(B) a protective sweep unsupported by consent
(C) a search requiring a warrant
(D) an arrest requiring probable cause
(E) outside the purpose of the welfare check",within the scope of consent,a protective sweep unsupported by consent,a search requiring a warrant,an arrest requiring probable cause,outside the purpose of the welfare check,"Because the welfare check necessarily required scanning the home and locating everyone, finding Coleman in another bedroom during that canvas did not exceed the permission Lisa gave.","['Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.', 'A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.']"
United_States_v_Justin_Cutbank,0,clear,none,,(E),possessed the rifle,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Justin Cutbank', from the location of the rifle, the DNA match, and the witnesses’ identifications, the jury could infer that Cutbank","According to the opinion 'United States v. Justin Cutbank', from the location of the rifle, the DNA match, and the witnesses’ identifications, the jury could infer that Cutbank
(A) stole the rifle from D.F.’s home
(B) hid the rifle in the garage
(C) fired the rifle that night
(D) owned the rifle
(E) possessed the rifle",stole the rifle from D.F.’s home,hid the rifle in the garage,fired the rifle that night,owned the rifle,possessed the rifle,"The rifle was found along Cutbank’s likely route, bore his DNA, and matched the gun witnesses had previously seen him with, so the jury could connect him to the recovered weapon.","['Officers searching the path Cutbank likely would have taken between D.F.’s home and the garage found D.F.’s cell phone, a butcher-style knife, and a Marlin .22 caliber rifle with a sawed-off barrel and stock.', 'DNA on the gun matched Cutbank.', 'At trial, D.F. and C.F. identified the weapon as one they saw Cutbank with before that night.']"
United_States_v_Justin_Cutbank,1,clear,none,,(C),substantive reasonableness review,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Justin Cutbank', once the panel concluded that the enhancement was not a Guidelines miscalculation, it was then able to undertake","According to the opinion 'United States v. Justin Cutbank', once the panel concluded that the enhancement was not a Guidelines miscalculation, it was then able to undertake
(A) de novo review of the Guidelines range
(B) clear-error review of the PSR’s factual findings
(C) substantive reasonableness review
(D) procedural reasonableness review
(E) plain-error review of the sentencing enhancement",de novo review of the Guidelines range,clear-error review of the PSR’s factual findings,substantive reasonableness review,procedural reasonableness review,plain-error review of the sentencing enhancement,"Once the panel rejected the claimed Guidelines miscalculation, the sequencing rule allowed it to move on to substantive reasonableness review.","['“Before a court of appeals can consider the substantive reasonableness of a sentence, it must first ensure that the district court committed no significant procedural error, such as failing to calculate (or improperly calculating) the Guidelines range.”', 'Thus, the court did not err, much less clearly err, in finding that the facts in the PSR establish that the gun was used in connection with another felony.']"
United_States_v_Justin_Cutbank,2,clear,none,,(B),a pretestimony limiting instruction,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Justin Cutbank,' given these facts, the trial safeguard Cutbank requested that was not required to prevent the confrontation problem he predicted was","According to the opinion 'United States v. Justin Cutbank,' given these facts, the trial safeguard Cutbank requested that was not required to prevent the confrontation problem he predicted was
(A) a separate Confrontation Clause hearing before the statements were presented to the jury
(B) a pretestimony limiting instruction
(C) exclusion of D.F.'s out-of-court statements until D.F. testified in person
(D) an end-of-trial limiting instruction
(E) an order striking any challenged hearsay testimony from the record",a separate Confrontation Clause hearing before the statements were presented to the jury,a pretestimony limiting instruction,exclusion of D.F.'s out-of-court statements until D.F. testified in person,an end-of-trial limiting instruction,an order striking any challenged hearsay testimony from the record,"Since the panel found no hearsay was admitted and the declarant later testified in person, the requested front-end limiting instruction was not needed to avoid the confrontation problem Cutbank predicted.","['The court “need not instruct the jury regarding each item of evidence at the time the evidence is admitted if the court provides an appropriate instruction at the close of trial.”', 'Here, the record demonstrates the court did not admit hearsay during the trial. In addition, D.F. testified.', 'The Confrontation Clause is satisfied “when the hearsay declarants . . . actually appear in court and testify in person.”']"
United_States_v_Justin_Cutbank,3,clear,none,,(E),actual consideration,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Justin Cutbank', the record showed that the district court gave the § 3553(a) factors","According to the opinion 'United States v. Justin Cutbank', the record showed that the district court gave the § 3553(a) factors
(A) no independent analysis beyond the PSR
(B) a mechanical, factor-by-factor recital
(C) controlling weight over the advisory Guidelines
(D) only passing mention
(E) actual consideration",no independent analysis beyond the PSR,"a mechanical, factor-by-factor recital",controlling weight over the advisory Guidelines,only passing mention,actual consideration,"Because the court reviewed the sentencing materials and variance-related factors, the record showed the required substantive engagement even without a formulaic factor-by-factor recital.","['At sentencing, the court noted its review of the PSR and sentencing memoranda and reviewed § 3553(a) factors that could warrant a variance.', '“To uphold the sentence, we do not require a district court to provide a mechanical recitation of the factors it weighed; it simply must be clear from the record that the district court actually considered the § 3553(a) factors in determining the sentence.”']"
United_States_v_Justin_Cutbank,4,clear,none,,(A),no reversal,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Justin Cutbank', given substantial evidence and only slight influence from any evidentiary errors, the appellate consequence for the conviction was","According to the opinion 'United States v. Justin Cutbank', given substantial evidence and only slight influence from any evidentiary errors, the appellate consequence for the conviction was
(A) no reversal
(B) reversal because the jury was substantially swayed
(C) a new trial on cumulative-error grounds
(D) remand for reconsideration of the evidentiary rulings
(E) vacatur of the sentence only",no reversal,reversal because the jury was substantially swayed,a new trial on cumulative-error grounds,remand for reconsideration of the evidentiary rulings,vacatur of the sentence only,"If the evidence against Cutbank was substantial and any evidentiary mistakes had at most a slight effect on the verdict, then neither individual nor cumulative error justified upsetting the conviction.","['“this court will not reverse an erroneous evidentiary ruling if the error was harmless. . . . In other words, we will reverse only if the jury may have been substantially swayed by the improperly admitted evidence.”', 'The government’s evidence, both testimonial and physical, was substantial.', 'Thus, the district court’s evidentiary rulings “did not influence or had only a slight influence on the verdict.”', '“We will not overturn a conviction based on the cumulative effect of trial errors unless there is substantial prejudice to the defendant.”']"
United_States_v_Justin_Cutbank,5,clear,none,,(B),ownership or control,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'United States v. Justin Cutbank', prior sightings of Cutbank with the same sawed-off rifle supported a non-propensity inference about his","According to the opinion 'United States v. Justin Cutbank', prior sightings of Cutbank with the same sawed-off rifle supported a non-propensity inference about his
(A) motive to threaten D.F.
(B) ownership or control
(C) intent to flee from police
(D) knowledge of the rifle's serial number
(E) membership in a prior conspiracy",motive to threaten D.F.,ownership or control,intent to flee from police,knowledge of the rifle's serial number,membership in a prior conspiracy,"Because both witnesses said they had seen Cutbank with the same rifle before, the quoted rule shows the evidence supported a non-propensity inference about his relationship to that weapon.","['“Prior possession of a firearm is directly relevant to proving later possession of that same weapon because it helps establish ownership or control of the weapon.”', 'At trial, D.F. testified she had seen Cutbank with the sawed-off rifle a “handful of times” before the incident at issue.', 'The court also overruled a defense objection when C.F., testifying as a government witness, testified that she had seen the gun used during the incident “once or twice” before.']"
Williams_v_GoAuto_Insurance,0,clear,none,,(C),a compelling reason,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Williams v. GoAuto Insurance,' because undefined state-law terms alone were insufficient, the plaintiffs' certification request lacked","According to the opinion 'Williams v. GoAuto Insurance,' because undefined state-law terms alone were insufficient, the plaintiffs' certification request lacked
(A) a definitive definition of the disputed terms from the Louisiana Supreme Court
(B) an indication that certification was necessary to preserve the court’s continued access to that procedure
(C) a compelling reason
(D) proof that the federal court lacked authority to interpret the statute on its own
(E) evidence that the statutory-interpretation questions were already settled under Louisiana law",a definitive definition of the disputed terms from the Louisiana Supreme Court,an indication that certification was necessary to preserve the court’s continued access to that procedure,a compelling reason,proof that the federal court lacked authority to interpret the statute on its own,evidence that the statutory-interpretation questions were already settled under Louisiana law,"If an undefined term alone is insufficient and certification needs a compelling reason, then Plaintiffs' request lacked that additional showing.","['“As a general proposition we are chary about certifying questions of law absent a compelling reason; the availability of certification is such an important resource to this court that we will not risk its continued availability by going to that well too often.”', 'That a term has not yet been defined by a state supreme court “is not sufficient to warrant certification.”']"
Williams_v_GoAuto_Insurance,1,clear,none,,(A),certified the relevant information,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Williams v. GoAuto Insurance,' Benitez did not invalidate APAC's unsigned notices because, unlike the notice there, APAC's notices","According to the opinion 'Williams v. GoAuto Insurance,' Benitez did not invalidate APAC's unsigned notices because, unlike the notice there, APAC's notices
(A) certified the relevant information
(B) were sent by the insurer rather than by the premium finance company
(C) identified the particular APAC employee who prepared them
(D) contained no defect other than the missing signature
(E) provided the insured actual notice before the cancellation took effect",certified the relevant information,were sent by the insurer rather than by the premium finance company,identified the particular APAC employee who prepared them,contained no defect other than the missing signature,provided the insured actual notice before the cancellation took effect,"Benitez involved more than an unsigned notice, and this case lacked the additional deficiency because each notice did certify the required information.","['One court of appeal opinion mentioned a lack of a signature in a discussion of that notice’s shortcomings: the “‘notice of cancellation’ does not identify any particular employee of [the premium finance company] that prepared the document, is not signed by any individual, and does not purport to ‘certify’ any of the statements contained therein.”', 'That court did not hold the absence of a signature would by itself disqualify the cancellation if other elements were present.', 'Unlike in Benitez, each notice “certifies” the relevant information.']"
Williams_v_GoAuto_Insurance,2,clear,none,,(C),dismissed with prejudice,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Williams v. GoAuto Insurance,' once the panel agreed that GoAuto's cancellation procedures complied with Louisiana law, the claims premised on invalid cancellation remained","According to the opinion 'Williams v. GoAuto Insurance,' once the panel agreed that GoAuto's cancellation procedures complied with Louisiana law, the claims premised on invalid cancellation remained
(A) dismissed without prejudice
(B) revived as independent claims despite the cancellation’s statutory compliance
(C) dismissed with prejudice
(D) resolved only by denial of the insureds’ summary-judgment motion rather than dismissal
(E) remanded for further proceedings on the misrepresentation and good-faith theories",dismissed without prejudice,revived as independent claims despite the cancellation’s statutory compliance,dismissed with prejudice,resolved only by denial of the insureds’ summary-judgment motion rather than dismissal,remanded for further proceedings on the misrepresentation and good-faith theories,"Because those claims were premised on allegedly invalid cancellation procedures, affirming statutory compliance leaves the district court’s dismissal intact.","['Former insureds claim that the insurance company’s cancellation procedures did not comply with the statute, resulting in misrepresentations and breach of good faith and fair dealing.', 'The district court held there was no statutory violation and dismissed all claims with prejudice.', 'Because GoAuto’s procedures comply with the statute, the district court did not err in denying their motion for summary judgment. AFFIRMED.']"
Williams_v_GoAuto_Insurance,3,clear,none,,(C),the earlier e-mailed notice,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Williams v. GoAuto Insurance,' the pre-2017 and post-2017 paper-handling differences were immaterial because cancellation turned on","According to the opinion 'Williams v. GoAuto Insurance,' the pre-2017 and post-2017 paper-handling differences were immaterial because cancellation turned on
(A) the stamped paper copy’s placement in the shared filing cabinet
(B) APAC’s physical delivery of the cancellation paperwork to the filing cabinet
(C) the earlier e-mailed notice
(D) the paper document’s “received” stamp rather than the electronic transmission
(E) the GoAuto employee’s receipt of the signed cancellation document",the stamped paper copy’s placement in the shared filing cabinet,APAC’s physical delivery of the cancellation paperwork to the filing cabinet,the earlier e-mailed notice,the paper document’s “received” stamp rather than the electronic transmission,the GoAuto employee’s receipt of the signed cancellation document,"Because cancellation occurred upon the earlier e-mail receipt, the later differences in how paper copies were physically handled did not affect the court’s basis for affirmance.","['Prior to 2017, an APAC employee would physically take the documents to a filing cabinet shared by GoAuto and APAC.', 'Since 2017, the signed cancellation document is physically taken to a GoAuto employee who stamps the document as “received” and places it in a shared filing cabinet.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']"
Williams_v_GoAuto_Insurance,4,clear,none,,(D),private carrier theory,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Williams v. GoAuto Insurance,' once the panel held that e-mail receipt satisfied the statute, it did not need to decide the district court's","According to the opinion 'Williams v. GoAuto Insurance,' once the panel held that e-mail receipt satisfied the statute, it did not need to decide the district court's
(A) timely-delivery theory
(B) actual notice theory
(C) strict-compliance theory
(D) private carrier theory
(E) APAC agency theory",timely-delivery theory,actual notice theory,strict-compliance theory,private carrier theory,APAC agency theory,"Once the email independently satisfied the statute, the district court’s separate private-carrier theory no longer mattered to the result.","['The district court held GoAuto’s cancellation procedures complied with the statute in a different way: “the APAC employee who delivers the notices of cancellation neatly fits the definition of private carrier.”', 'The district court’s definition of “private carrier” was both imaginative and unconventional.', 'Because we find the e-mail satisfies the statute, we will not consider the validity of the definition.']"
Williams_v_GoAuto_Insurance,5,clear,none,,(C),no signature requirement,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Williams v. GoAuto Insurance,' under strict adherence, Louisiana law imposed","According to the opinion 'Williams v. GoAuto Insurance,' under strict adherence, Louisiana law imposed
(A) a notarization requirement for the APAC certification
(B) the same signature formalities discussed in Benitez
(C) no signature requirement
(D) a signed certification requirement
(E) an actual-receipt requirement for cancellation notices",a notarization requirement for the APAC certification,the same signature formalities discussed in Benitez,no signature requirement,a signed certification requirement,an actual-receipt requirement for cancellation notices,"Because the statute does not mention signatures and the notice otherwise contains the required certification, strict adherence does not permit adding a signature requirement.","['The statute makes no explicit reference to a signature. La. Rev. Stat. § 9.3550(G)(3)(a).', 'Unlike in Benitez, each notice “certifies” the relevant information.', '“Strict adherence” to the procedures for cancellation is not an invitation for courts to add to the procedures.']"
Williams_v_GoAuto_Insurance,6,clear,none,,(C),receipt of the cancellation request,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Williams v. GoAuto Insurance,' when APAC's e-mail reached GoAuto's web service before cancellation, GoAuto had","According to the opinion 'Williams v. GoAuto Insurance,' when APAC's e-mail reached GoAuto's web service before cancellation, GoAuto had
(A) constructive notice of APAC’s intent to cancel the policy
(B) acceptance of APAC’s cancellation request by a GoAuto employee
(C) receipt of the cancellation request
(D) physical possession of the policy documents
(E) confirmation that the cancellation had already become effective",constructive notice of APAC’s intent to cancel the policy,acceptance of APAC’s cancellation request by a GoAuto employee,receipt of the cancellation request,physical possession of the policy documents,confirmation that the cancellation had already become effective,"The court treated the email reaching GoAuto’s computer system as GoAuto’s taking possession, delivery, or custody of the request, which satisfies receipt before cancellation.","['A leading law dictionary defines “receipt” as ""[t]he act of receiving something, esp[ecially] by taking physical possession,"" and ""receive"" as ""[t]o take (something offered, given, sent, etc.); to come into possession of or get from some outside source.""', 'We accept these definitions and conclude that GoAuto may cancel a policy once it takes possession, delivery, or custody of a request for cancellation.', 'As we explained, once the e-mailed notice is received in early morning hours by GoAuto’s computer system, that computer system cancels the policy.']"
Williams_v_GoAuto_Insurance,7,clear,none,,(A),no named employee required,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Williams v. GoAuto Insurance,' from the statute's wording and the lack of clearer Louisiana authority, the court inferred that APAC's certification notice needed","According to the opinion 'Williams v. GoAuto Insurance,' from the statute's wording and the lack of clearer Louisiana authority, the court inferred that APAC's certification notice needed
(A) no named employee required
(B) a personal signature from the employee who certified the notice
(C) the printed name of APAC's mailing employee
(D) a sworn affidavit from a company representative
(E) identification of the employee who sent the cancellation request",no named employee required,a personal signature from the employee who certified the notice,the printed name of APAC's mailing employee,a sworn affidavit from a company representative,identification of the employee who sent the cancellation request,"Since the statute assigns the certifying role to the company itself, the court inferred that identifying a particular employee is unnecessary.","['The statutory section itself states it is “the insurance premium finance company” who effects cancellation by “certifying” certain information in a notice.', 'Without clearer Louisiana authority, we see no reason that a company cannot certify information without a named employee being identified.']"
Williams_v_GoAuto_Insurance,8,clear,none,,(D),minimum time to cure,"Single best answer is clear from the revised stem, options, derivation, and cited source facts.",Keep.,"According to the opinion 'Williams v. GoAuto Insurance,' waiting until after midnight on day ten before sending the cancellation request directly served the statutory function of protecting the insured's","According to the opinion 'Williams v. GoAuto Insurance,' waiting until after midnight on day ten before sending the cancellation request directly served the statutory function of protecting the insured's
(A) right to a jury trial
(B) power to revoke APAC's agency status
(C) right to a premium refund
(D) minimum time to cure
(E) ability to demand a private carrier",right to a jury trial,power to revoke APAC's agency status,right to a premium refund,minimum time to cure,ability to demand a private carrier,Waiting until after the ten-day period expires directly preserves the statute’s identified function of allowing time to cure the default.,"['Strict adherence to the statute “serves two functions: (1) it provides a clear method of fixing the exact time and date of cancellation, and (2) it grants a minimum time during which the default may be cured.”', 'When an insured fails to make timely payment, APAC sends notice to the insured that their policy will be cancelled if no payment is submitted within ten days.', 'If no payment is submitted by midnight on the tenth day, APAC’s computer system automatically sends GoAuto an e-mail with a copy of the notice of cancellation along with a request for cancellation.']"
