source,domain,v14_row_index,v13_row_index,reason,old_v13_probe,old_v13_target,v14_probe,v14_target,paraphrased_probe
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,77,77,cloze_changed,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis"," involving the hip adductors, bilateral gracilis muscles and bilateral distal iliopsoas muscles","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis involving the hip adductors, bilateral gracilis muscles and", bilateral distal iliopsoas muscles,"As detailed in the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a thigh MRI performed during the evaluation of a man in his 40s suspected of having dermatomyositis revealed active myositis in certain muscles and less severe myositis affecting the hip adductors, bilateral gracilis muscles and"
medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,78,78,cloze_changed,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an FDG-PET scan was performed to further support active muscle inflammation in a man in his 40s with progressive neck swelling and myositis, and FDG accumulation was most prominent in"," the head and neck, bilateral deltoids, forearms, chest wall, abdomen and pelvis","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an FDG-PET scan was performed to further support active muscle inflammation in a man in his 40s with progressive neck swelling and myositis, and FDG accumulation was most prominent in the head and neck, bilateral deltoids, forearms, chest wall,", abdomen and pelvis,"In the case report titled ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook,"" an FDG-PET scan was conducted to provide additional evidence of active muscle inflammation in a man in his 40s experiencing progressive neck swelling and myositis, revealing the most significant FDG accumulation in the head and neck, bilateral deltoids, forearms, chest wall,"
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,20,20,cloze_changed,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her evaluation the patient’s myositis panel was negative for SRP and HMGCR, and the other autoantibodies on that panel that were also reported as negative were"," Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her evaluation the patient’s myositis panel was negative for SRP and HMGCR, and the other autoantibodies on that panel that were also reported as negative were Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and", cN-1A autoantibodies.,"The case report titled ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"" states that during her assessment, the patient's myositis panel tested negative for SRP and HMGCR, and the other autoantibodies on that panel found to be negative included Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2, and"
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,44,44,cloze_changed,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at outpatient evaluation for transaminase elevation about 3 years before her clinical deterioration, the patient's AST and ALT were mildly elevated,", approximately within the range of twice the upper limit of normal,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at outpatient evaluation for transaminase elevation about 3 years before her clinical deterioration, the patient's AST and ALT were mildly elevated, approximately within the range of", twice the upper limit of normal,"As reported in the case study titled ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during an outpatient visit for transaminase elevation roughly three years prior to her clinical decline, the patient's AST and ALT levels were slightly raised, roughly around"
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,52,52,cloze_changed,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was hospitalised 2 days after her first semaglutide dose with acute renal failure and severe metabolic acidosis, and her renal function improved"," with hydration, without the need for haemofiltration or haemodialysis.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was hospitalised 2 days after her first semaglutide dose with acute renal failure and severe metabolic acidosis, and her renal function improved with hydration, without the need for", haemofiltration or haemodialysis.,"The case report titled ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"" states that the patient was admitted to the hospital two days after receiving her initial semaglutide dose due to acute renal failure and severe metabolic acidosis, and her kidney function recovered with hydration, without requiring"
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,71,71,cloze_changed,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during outpatient follow-up she showed", continued improvement in her functional status and overall health,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during outpatient follow-up she showed continued improvement in her", functional status and overall health,"The case report titled ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"" notes that during outpatient follow-up, she demonstrated ongoing progress in her"
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,73,73,cloze_changed,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost and her improvement after stopping semaglutide, she did not receive", any additional IVIG outside of her initial course during her hospitalisation.,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost and her improvement after stopping semaglutide, she did not receive any additional", IVIG outside of her initial course during her hospitalisation.,"According to the case report titled ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", due to financial considerations and her recovery after discontinuing semaglutide, she was not administered any further"
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,74,74,cloze_changed,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had regained her baseline functional status and was off immunosuppression for 8 months at her final outpatient follow-up,", 10 months after her initial evaluation and treatment initiation,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had regained her baseline functional status and was off immunosuppression for 8 months at her final outpatient follow-up, 10 months after her", initial evaluation and treatment initiation,"According to the case report titled ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at the patient's last outpatient follow-up, 10 months after her"
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,81,81,cloze_changed,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs showed mild, symmetric bilateral muscle oedema in the thighs, with the most evident oedema in", the proximal vastus lateralis muscles and distal quadriceps muscles,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs showed mild, symmetric bilateral muscle oedema in the thighs, with the most evident oedema in the proximal vastus lateralis muscles and", distal quadriceps muscles,"According to the case report titled ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI scans of both femurs revealed mild, symmetrical muscle swelling on both sides of the thighs, most prominently in the proximal vastus lateralis muscles and"
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,82,82,cloze_changed,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs during evaluation of her progressive proximal weakness showed mild symmetric muscular oedema in the vastus lateralis and quadriceps muscles, as well as", subcutaneous oedema along the lateral aspect of the bilateral thighs,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI of both femurs during evaluation of her progressive proximal weakness showed mild symmetric muscular oedema in the vastus lateralis and quadriceps muscles, as well as subcutaneous oedema along the", lateral aspect of the bilateral thighs,"In the case report titled ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", MRI scans of both femurs performed to assess her worsening proximal weakness revealed mild symmetric muscle swelling in the vastus lateralis and quadriceps muscles, along with subcutaneous swelling along the"
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,95,95,cloze_changed,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost considerations and sustained improvement off semaglutide, the patient did not receive", any additional IVIG beyond the initial course during her hospitalisation.,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost considerations and sustained improvement off semaglutide, the patient did not receive any additional", IVIG beyond the initial course during her hospitalisation.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", due to cost concerns and continued progress without semaglutide, no further"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,3,3,cloze_changed,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when uterine masses are present during pregnancy, the mode of delivery should depend on the following factors:"," the size, number and anatomical location of uterine masses.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when uterine masses are present during pregnancy, the mode of delivery should depend on the following factors: the"," size, number and anatomical location of uterine masses.","As stated in the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", in the presence of uterine masses during pregnancy, the choice of delivery method should be based on the"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,7,7,cloze_changed,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas because it can precisely determine", the distance between the myoma and the uterine cavity.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI was described as especially useful for multiple, large, intramural or posterior leiomyomas because it can precisely determine the", distance between the myoma and the uterine cavity.,"The case report titled ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"" states that MRI is particularly valuable for multiple, large, intramural or posterior leiomyomas due to its ability to accurately assess the"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,30,30,cloze_changed,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and", the upper lesion occupied the entire left subphrenic space extending to the uterine fundus,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and the upper lesion occupied the entire", left subphrenic space extending to the uterine fundus,"In the case report titled ""Management of atypical complicated abdominal masses in the second trimester of pregnancy,"" a nulliparous woman in her 40s had an ultrasound in her second trimester that revealed two sizable abdominal masses, with the upper mass filling the whole"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,68,68,cloze_changed,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at 21 weeks plus 6 days of gestation, after her abdominal pain and dyspnoea worsened and there was concern for complications such as rupture, torsion, and infection, the patient underwent", laparotomy with a longitudinal xiphos-pubic cut at 21 w+6 d after informed consent.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at 21 weeks plus 6 days of gestation, after her abdominal pain and dyspnoea worsened and there was concern for complications such as rupture, torsion, and infection, the patient underwent laparotomy with a", longitudinal xiphos-pubic cut at 21 w+6 d after informed consent.,"Based on the case report titled ""Management of atypical complicated abdominal masses in the second trimester of pregnancy,"" at 21 weeks and 6 days of gestation, following the worsening of her abdominal pain and dyspnoea along with concerns for complications including rupture, torsion, and infection, the patient had a laparotomy performed with a"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,71,71,cloze_changed,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient underwent laparotomy at 21 weeks and 6 days of gestation because of worsening abdominal pain and dyspnoea from two large abdominal masses, and during surgery the cranial mass was identified as"," a huge pedunculated, atypical cystic and taut-elastic leiomyoma of the uterus","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient underwent laparotomy at 21 weeks and 6 days of gestation because of worsening abdominal pain and dyspnoea from two large abdominal masses, and during surgery the cranial mass was identified as a huge pedunculated, atypical cystic and taut-elastic", leiomyoma of the uterus,"According to the case report titled ""Management of atypical complicated abdominal masses in the second trimester of pregnancy,"" the patient had a laparotomy at 21 weeks and 6 days gestation due to increasing abdominal pain and shortness of breath caused by two sizable abdominal masses, and during the operation the cranial mass was found to be a large pedunculated, atypical cystic and taut-elastic"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,77,77,cloze_changed,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during laparotomy at 21 weeks and 6 days of gestation, the prophylactic medication regimen started intraoperatively and continued intramuscularly every day until discharge was"," progesterone prophylaxis 100 mg intramuscularly, starting intraoperatively and then continuing 100 mg intramuscularly per day until discharge.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during laparotomy at 21 weeks and 6 days of gestation, the prophylactic medication regimen started intraoperatively and continued intramuscularly every day until discharge was progesterone prophylaxis 100 mg intramuscularly, starting intraoperatively and then continuing", 100 mg intramuscularly per day until discharge.,"As detailed in the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at the time of laparotomy performed at 21 weeks and 6 days of gestation, the prophylactic treatment initiated during surgery and maintained intramuscularly on a daily basis until discharge involved progesterone prophylaxis 100 mg intramuscularly, initiated intraoperatively and then continued"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,88,88,cloze_changed,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors state that the caudal myoma would have represented", a huge obstacle for the fetal head progression during the expulsive phase of labour.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the authors state that the caudal myoma would have represented a huge obstacle for the fetal head progression during the", expulsive phase of labour.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy,"" the authors mention that the caudal myoma would have posed a significant barrier to the advancement of the fetal head throughout the"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,97,97,cloze_changed,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas, and the caudal solid component of the pelvic mass seemed like", a posterior intramural-subserosal myoma of the uterus with cystic degeneration of 58×71 mm at both US and MRI imaging,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s initial ultrasound and MRI evaluation suggested that the abdominal masses were two huge decidualised endometriomas, and the caudal solid component of the pelvic mass seemed like a posterior intramural-subserosal myoma of the uterus with cystic degeneration of", 58×71 mm at both US and MRI imaging,"In the case report titled ""Management of atypical complicated abdominal masses in the second trimester of pregnancy,"" the initial ultrasound and MRI assessments indicated that the abdominal masses consisted of two large decidualised endometriomas, while the lower solid portion of the pelvic mass appeared to be a posterior intramural-subserosal uterine myoma exhibiting cystic degeneration of"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,107,107,cloze_changed,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", gadolinium-enhanced MRI is generally not recommended during pregnancy,"," unless strictly necessary, due to rheumatological, inflammatory or infiltrative skin conditions, risk of stillbirth or neonatal death.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", gadolinium-enhanced MRI is generally not recommended during pregnancy, unless strictly necessary, due to rheumatological, inflammatory or infiltrative skin conditions, risk of", stillbirth or neonatal death.,"The case report titled ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"" states that gadolinium-enhanced MRI is typically avoided during pregnancy unless absolutely required, because of rheumatological, inflammatory, or infiltrative skin conditions, and the risk of"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,115,115,cloze_changed,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a cited research study reported an", inverse correlation between the size of the myoma and the delivery week,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a cited research study reported an inverse correlation between the size of the myoma and the", delivery week,"As stated in the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a referenced study found a negative correlation between the myoma size and the"
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,120,120,cloze_changed,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", before the surgical approach for uterine myomas, the cited papers showed the importance of"," an accurate US examination of the size, location, number and distance of uterine myomas from the placenta","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", before the surgical approach for uterine myomas, the cited papers showed the importance of an accurate US examination of the size, location, number and distance of", uterine myomas from the placenta,"The case report titled ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"" emphasizes that prior to surgical treatment of uterine myomas, the referenced studies highlighted the need for a precise ultrasound assessment of the size, location, quantity, and proximity of"
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,83,83,cloze_changed,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", electromyography and nerve conduction studies performed during the evaluation of her asymmetric sensorimotor axonal polyneuropathy found abnormalities in the proximal and distal muscle groups consistent with", chronic neurogenic changes in proximal and distal muscle groups.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", electromyography and nerve conduction studies performed during the evaluation of her asymmetric sensorimotor axonal polyneuropathy found abnormalities in the proximal and distal muscle groups consistent with chronic", neurogenic changes in proximal and distal muscle groups.,"According to the case report titled ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis,"" electromyography and nerve conduction studies conducted to assess her asymmetric sensorimotor axonal polyneuropathy revealed abnormalities in both proximal and distal muscle groups indicative of chronic"
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,87,87,cloze_changed,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which altered", a highly conserved residue and is predicted to be damaging to the protein function.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", clinical exome sequencing identified a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s with pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which altered a highly conserved residue and is", predicted to be damaging to the protein function.,"According to the case report titled ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis,"" clinical exome sequencing revealed a monoallelic PARN missense variant (c.613T>C; p.Cys205Arg) in a woman in her late 20s suffering from pancytopenia, hepatic fibrosis, and pulmonary fibrosis, which changed a highly conserved residue and is"
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,100,100,cloze_changed,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the regimen used to correct the patient’s severe deficiency during treatment was"," intravenous cyanocobalamin 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the regimen used to correct the patient’s severe deficiency during treatment was intravenous cyanocobalamin"," 1000 µg daily for 5 days, then weekly for 4 weeks, followed by monthly maintenance.","As detailed in the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the treatment plan to address the patient’s critical deficiency involved intravenous cyanocobalamin"
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,118,118,cloze_changed,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", deep sequencing of the 3-prime terminal of TERC RNA was used to describe PARN’s role in TERC RNA processing, and PARN is required for", the removal of post-transcriptionally acquired oligo(A) tails that target nuclear RNAs for degradation,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", deep sequencing of the 3-prime terminal of TERC RNA was used to describe PARN’s role in TERC RNA processing, and PARN is required for the removal of", post-transcriptionally acquired oligo(A) tails that target nuclear RNAs for degradation,"The case report titled ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"" utilized deep sequencing of the 3-prime end of TERC RNA to elucidate PARN's function in TERC RNA processing, demonstrating that PARN is essential for the elimination of"
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,144,144,cloze_changed,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is currently"," supportive and tailored to symptom severity, organ transplantation needs and risk factor mitigation","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors state that management of telomere biology disorders is currently supportive and"," tailored to symptom severity, organ transplantation needs and risk factor mitigation","According to the case report titled ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the authors mention that treatment for telomere biology disorders is presently supportive and"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,31,31,cloze_changed,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to", a recent shift away from the use of steroids in anaphylaxis.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to a recent shift away from the", use of steroids in anaphylaxis.,"The case report titled ""Multiphasic anaphylaxis in the emergency and intensive care setting"" indicates that growing evidence has recently caused a move away from the"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,42,42,cloze_changed,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is described in the background section as", a severe and—especially in anaphylactic shock—potentially life-threatening allergic reaction,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is described in the background section as a severe and—especially in anaphylactic shock—potentially", life-threatening allergic reaction,"In the background section of the case report titled ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" anaphylaxis is characterized as a serious and—particularly in cases of anaphylactic shock—potentially"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,45,45,cloze_changed,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed", within the first 24 hours after initial allergen exposure,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors note that biphasic or multiphasic anaphylactic reactions are usually observed within the first", 24 hours after initial allergen exposure,"The case report titled ""Multiphasic anaphylaxis in the emergency and intensive care setting"" states that biphasic or multiphasic anaphylactic reactions typically occur within the initial"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,62,62,cloze_changed,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. Her symptoms started", 1 hour after oral intake of the first dose of clarithromycin,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed anaphylactic symptoms after taking her first oral dose of clarithromycin. Her symptoms started 1 hour after oral intake of the", first dose of clarithromycin,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s experienced anaphylactic symptoms following her initial oral administration of clarithromycin. Her symptoms began 1 hour after oral intake of the"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,67,67,cloze_changed,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin, and as part of the initial treatment for her skin reaction, she was given"," slow intravenous injection of 2 mg clemastine, for treatment of the skin reaction following local guidelines.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin, and as part of the initial treatment for her skin reaction, she was given slow intravenous injection of 2 mg"," clemastine, for treatment of the skin reaction following local guidelines.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s arrived at the emergency department with a suspected severe allergic reaction after ingesting oral clarithromycin, and as part of the initial management of her skin reaction, she received a slow intravenous injection of 2 mg"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,69,69,cloze_changed,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during her initial stabilisation after presenting to the emergency department with anaphylaxis following clarithromycin, the woman in her 60s received supplemental oxygen and", 500 mL of normal saline (sodium chloride 0.9% solution),"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during her initial stabilisation after presenting to the emergency department with anaphylaxis following clarithromycin, the woman in her 60s received supplemental oxygen and 500 mL of", normal saline (sodium chloride 0.9% solution),"As detailed in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the initial management after arriving at the emergency department with anaphylaxis triggered by clarithromycin, the woman in her 60s was given supplemental oxygen and 500 mL of"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,81,81,cloze_changed,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms, which was", 2 mg of clemastine intravenously twice for treatment of cutaneous symptoms,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the second episode of anaphylaxis, the patient received an intravenous medication twice to treat cutaneous symptoms, which was 2 mg of", clemastine intravenously twice for treatment of cutaneous symptoms,"As detailed in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the patient was administered an intravenous drug two times during the second anaphylaxis episode to address cutaneous symptoms, specifically 2 mg of"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,88,88,cloze_changed,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient's multiple anaphylactic episodes following the initial clarithromycin reaction and while the care team was considering further treatment options,", the patient did not show further symptom relapse after this point.,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient's multiple anaphylactic episodes following the initial clarithromycin reaction and while the care team was considering further treatment options, the patient did not show", further symptom relapse after this point.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", once the patient experienced multiple anaphylactic episodes after the initial clarithromycin reaction and the medical team was evaluating additional treatment strategies, the patient did not exhibit"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,97,97,cloze_changed,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors noted that tryptase levels were not determined", during the initial workup of the first anaphylactic episodes,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors noted that tryptase levels were not determined during the initial workup of the", first anaphylactic episodes,"The case report titled ""Multiphasic anaphylaxis in the emergency and intensive care setting"" states that tryptase levels were not measured in the initial evaluation of the"
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,102,102,cloze_changed,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", guidelines for tryptase testing in anaphylaxis recommend an initial sample as soon as feasible, a second sample 1–2 hours after symptom onset (within 4 hours), and a third sample taken", a minimum of 24 hours after full clinical resolution,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", guidelines for tryptase testing in anaphylaxis recommend an initial sample as soon as feasible, a second sample 1–2 hours after symptom onset (within 4 hours), and a third sample taken a minimum of", 24 hours after full clinical resolution,"Based on the case report titled ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the recommended tryptase testing protocol in anaphylaxis involves obtaining an initial sample at the earliest opportunity, followed by a second sample 1–2 hours after symptoms begin (within 4 hours), and a third sample collected at least"
