bucket,variant,domain,source_row_0based,target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences,original_row_index
prefilter_rejected,regular,Apex_Bank_v_Cc_Serve_Corp,15.0, overall commercial impression,"According to the opinion 'Apex Bank v. CC Serve Corp.', because commercial impression informs the analysis under the first DuPont factor, reconsideration of the sixth DuPont factor may result in a different determination of the mark’s commercial strength or weakness and affect the","According to the opinion 'Apex Bank v. CC Serve Corp.', because commercial impression informs the analysis under the first DuPont factor, reconsideration of the sixth DuPont factor may result in a different determination of the mark’s commercial strength or weakness and affect the overall commercial impression",Multi-Fact Integration,"['The first DuPont factor considers the “similarity or dissimilarity of the marks in their entireties as to appearance, sound, connotation and commercial impression.” DuPont, 476 F.2d at 1361.', 'Because commercial impression informs the analysis under the first DuPont factor, we must similarly vacate the Board’s analysis here because reconsideration of the sixth DuPont factor may result in a different determination of the mark’s commercial strength or weakness and affect the overall commercial impression.']",The court tied factor six’s commercial-strength inquiry directly to factor one by saying that any change in strength or weakness could alter the marks’ commercial impression.,What part of the first-factor inquiry may change if the sixth factor leads the Board to find ASPIRE commercially weaker or stronger?,overall commercial impression,"['The first DuPont factor considers the “similarity or dissimilarity of the marks in their entireties as to appearance, sound, connotation and commercial impression.” DuPont, 476 F.2d at 1361.', 'Because commercial impression informs the analysis under the first DuPont factor, we must similarly vacate the Board’s analysis here because reconsideration of the sixth DuPont factor may result in a different determination of the mark’s commercial strength or weakness and affect the overall commercial impression.']","['The first DuPont factor considers the “similarity or dissimilarity of the marks in their entireties as to appearance, sound, connotation and commercial impression.” DuPont, 476 F.2d at 1361.', 'Because commercial impression informs the analysis under the first DuPont factor, we must similarly vacate the Board’s analysis here because reconsideration of the sixth DuPont factor may result in a different determination of the mark’s commercial strength or weakness and affect the overall commercial impression.']",
prefilter_rejected,regular,Apex_Bank_v_Cc_Serve_Corp,17.0, scope of third-party marks,"According to the opinion 'Apex Bank v. CC Serve Corp.', on remand, the Board must reconsider the appropriate universe of marks eligible for consideration:","According to the opinion 'Apex Bank v. CC Serve Corp.', on remand, the Board must reconsider the appropriate universe of marks eligible for consideration: scope of third-party marks",Synthesized Insight,"['When analyzing the sixth Dupont factor, however, the Board restricted the universe of marks it considered to only those relating to credit card services and excluded marks related to other banking and financing services. That was an error.', 'We thus vacate the Board’s finding with respect to the sixth DuPont factor and remand for reconsideration of the appropriate scope of third-party marks eligible for consideration in view of the Board’s factual finding that the parties’ services are highly similar.']","Since the legal error was the narrowed universe of marks, the remand requires redoing that scope determination.",What part of the sixth-factor inquiry must the Board redo on remand?,scope of third-party marks,"['When analyzing the sixth Dupont factor, however, the Board restricted the universe of marks it considered to only those relating to credit card services and excluded marks related to other banking and financing services. That was an error.', 'We thus vacate the Board’s finding with respect to the sixth DuPont factor and remand for reconsideration of the appropriate scope of third-party marks eligible for consideration in view of the Board’s factual finding that the parties’ services are highly similar.']","['When analyzing the sixth Dupont factor, however, the Board restricted the universe of marks it considered to only those relating to credit card services and excluded marks related to other banking and financing services. That was an error.', 'We thus vacate the Board’s finding with respect to the sixth DuPont factor and remand for reconsideration of the appropriate scope of third-party marks eligible for consideration in view of the Board’s factual finding that the parties’ services are highly similar.']",
passed_filter_no_mcqa,regular,Bruce_Cohen_v_Consilio_LLC,8.0, statutory penalties,"According to the opinion 'Bruce Cohen v. Consilio, LLC', after Consilio paid the overtime wages and liquidated damages Cohen sought under the MFLSA, the only monetary relief still disputed was","According to the opinion 'Bruce Cohen v. Consilio, LLC', after Consilio paid the overtime wages and liquidated damages Cohen sought under the MFLSA, the only monetary relief still disputed was statutory penalties",Multi-Fact Integration,"['As remedies, Cohen sought overtime pay, liquidated damages, statutory penalties, and injunctive relief.', 'Consilio paid Cohen and other Minnesota licensed attorney document reviewers $256,010.01 to cover the overtime wages and liquidated damages demanded pursuant to Cohen’s MFLSA claim.', 'The parties could not agree on penalties.']","Once the wage and liquidated-damages components were paid, the remaining disputed monetary remedy was the penalties request.","After Consilio paid the overtime wages and liquidated damages Cohen sought under the MFLSA, what monetary relief was still disputed?",statutory penalties,"['As remedies, Cohen sought overtime pay, liquidated damages, statutory penalties, and injunctive relief.', 'Consilio paid Cohen and other Minnesota licensed attorney document reviewers $256,010.01 to cover the overtime wages and liquidated damages demanded pursuant to Cohen’s MFLSA claim.', 'The parties could not agree on penalties.']","['As remedies, Cohen sought overtime pay, liquidated damages, statutory penalties, and injunctive relief.', 'Consilio paid Cohen and other Minnesota licensed attorney document reviewers $256,010.01 to cover the overtime wages and liquidated damages demanded pursuant to Cohen’s MFLSA claim.', 'The parties could not agree on penalties.']",
prefilter_rejected,regular,Bruce_Cohen_v_Consilio_LLC,0.0, further proceedings remain,"According to the opinion 'Bruce Cohen v. Consilio, LLC', because summary judgment was not left intact in full, it follows that","According to the opinion 'Bruce Cohen v. Consilio, LLC', because summary judgment was not left intact in full, it follows that further proceedings remain",Multi-Fact Integration,"['Cohen and Consilio “acknowledge[d] that, if the Court grant[ed] Defendants’ summary judgment motion in full, no claims w[ould] remain and the case w[ould] be fully resolved.”', 'We vacate the district court’s order regarding Cohen’s claim under the MFLSA and remand for further proceedings. We otherwise affirm.']","Because the summary-judgment disposition was not left fully intact, the stipulation’s condition for complete resolution was not met.","Because summary judgment was not left intact in full, what follows about whether the case was fully resolved on appeal?",further proceedings remain,"['Cohen and Consilio “acknowledge[d] that, if the Court grant[ed] Defendants’ summary judgment motion in full, no claims w[ould] remain and the case w[ould] be fully resolved.”', 'We vacate the district court’s order regarding Cohen’s claim under the MFLSA and remand for further proceedings. We otherwise affirm.']","['Cohen and Consilio “acknowledge[d] that, if the Court grant[ed] Defendants’ summary judgment motion in full, no claims w[ould] remain and the case w[ould] be fully resolved.”', 'We vacate the district court’s order regarding Cohen’s claim under the MFLSA and remand for further proceedings. We otherwise affirm.']",
prefilter_rejected,regular,Bruce_Cohen_v_Consilio_LLC,5.0, still be viable,"In the opinion 'Bruce Cohen v. Consilio, LLC', the court said that if Consilio’s violative overtime policy is still in place, Cohen’s MFLSA penalties claim may","In the opinion 'Bruce Cohen v. Consilio, LLC', the court said that if Consilio’s violative overtime policy is still in place, Cohen’s MFLSA penalties claim may still be viable",Reasoning Step,"['If Consilio’s policy remains, Cohen’s claim for civil penalties may still be viable.', 'Civil penalties, even if they are paid to the government, may “afford redress to citizen plaintiffs who are injured or threatened with injury as a consequence of ongoing unlawful conduct” because such penalties may “encourage defendants to discontinue current violations and deter them from committing future ones.”']","Because civil penalties can redress ongoing unlawful conduct, the continued existence of the policy would keep the penalties claim potentially alive.",What did the court say would follow for Cohen’s MFLSA penalties claim if Consilio’s violative overtime policy is still in place?,still be viable,"['If Consilio’s policy remains, Cohen’s claim for civil penalties may still be viable.', 'Civil penalties, even if they are paid to the government, may “afford redress to citizen plaintiffs who are injured or threatened with injury as a consequence of ongoing unlawful conduct” because such penalties may “encourage defendants to discontinue current violations and deter them from committing future ones.”']","['If Consilio’s policy remains, Cohen’s claim for civil penalties may still be viable.', 'Civil penalties, even if they are paid to the government, may “afford redress to citizen plaintiffs who are injured or threatened with injury as a consequence of ongoing unlawful conduct” because such penalties may “encourage defendants to discontinue current violations and deter them from committing future ones.”']",
prefilter_rejected,regular,Bruce_Cohen_v_Consilio_LLC,9.0, whether Consilio’s violative overtime policy is still in place,"According to the opinion 'Bruce Cohen v. Consilio, LLC', on remand the district court had to resolve the disputed fact of the status of Consilio’s overtime policy, namely","According to the opinion 'Bruce Cohen v. Consilio, LLC', on remand the district court had to resolve the disputed fact of the status of Consilio’s overtime policy, namely whether Consilio’s violative overtime policy is still in place",Multi-Fact Integration,"['Summary judgment is proper if there are no genuine issues of material fact and the moving party is entitled to judgment as a matter of law.', 'Prior to Consilio’s motion for summary judgment, the parties agreed that Cohen had been paid all overtime wages and liquidated damages, but whether Consilio’s violative overtime policy is still in place remains in dispute.', 'Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.']","Since the payments eliminated one part of the dispute but the continued existence of the policy remained contested and mattered to jurisdiction, the remand had to resolve that factual dispute.",What specific disputed fact had to be resolved on remand because it could determine the court’s jurisdiction over the MFLSA claim?,whether Consilio’s policy remains,"['Summary judgment is proper if there are no genuine issues of material fact and the moving party is entitled to judgment as a matter of law.', 'Prior to Consilio’s motion for summary judgment, the parties agreed that Cohen had been paid all overtime wages and liquidated damages, but whether Consilio’s violative overtime policy is still in place remains in dispute.', 'Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.']","['Summary judgment is proper if there are no genuine issues of material fact and the moving party is entitled to judgment as a matter of law.', 'Prior to Consilio’s motion for summary judgment, the parties agreed that Cohen had been paid all overtime wages and liquidated damages, but whether Consilio’s violative overtime policy is still in place remains in dispute.', 'Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.']",
passed_filter_no_mcqa,regular,Finesse_Wireless_LLC_v_Att_Mobility_LLC,3.0, two signals plus a copy,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', an input setup that could still satisfy the three-signal requirement was","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', an input setup that could still satisfy the three-signal requirement was two signals plus a copy",Multi-Fact Integration,"['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'The court found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.']","If the claims require only separately identifiable signals, not a set number of unique ones, then two signals with a duplicated copy can still satisfy that requirement.","Under the court’s reading of the ’775 patent, what kind of input setup could still satisfy the three-signal requirement?",two signals plus a copy,"['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'The court found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.']","['At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.', 'The court found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.']",
passed_filter_no_mcqa,regular,Finesse_Wireless_LLC_v_Att_Mobility_LLC,5.0," x2, x2', and |x2|","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the court's criticism of Finesse's mapping, a single claimed signal would have to cover the signal, its complex conjugate, and its modulus,","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the court's criticism of Finesse's mapping, a single claimed signal would have to cover the signal, its complex conjugate, and its modulus, x2, x2', and |x2|",Reasoning Step,"[""because the document does not disclose multiplying x1 and x2, but their complex conjugate and modulus, Finesse’s mapping is flawed because it requires, for example, S3 to be mapped onto the signal x2, its complex conjugate x2', and its modulus |x2|.""]","If one claimed signal must stand in for a signal, its conjugate, and its modulus, the proposed correspondence is internally overextended.","Under the court's criticism of Finesse's mapping, what three different forms would a single claimed signal have to cover?","x2, x2', and |x2|","[""because the document does not disclose multiplying x1 and x2, but their complex conjugate and modulus, Finesse’s mapping is flawed because it requires, for example, S3 to be mapped onto the signal x2, its complex conjugate x2', and its modulus |x2|.""]","[""because the document does not disclose multiplying x1 and x2, but their complex conjugate and modulus, Finesse’s mapping is flawed because it requires, for example, S3 to be mapped onto the signal x2, its complex conjugate x2', and its modulus |x2|.""]",
passed_filter_no_mcqa,regular,Finesse_Wireless_LLC_v_Att_Mobility_LLC,11.0, two unique signals,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the construction the panel accepted, the “three signals S1, S2 and S3” language could still satisfy the claim with","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', under the construction the panel accepted, the “three signals S1, S2 and S3” language could still satisfy the claim with two unique signals",Multi-Fact Integration,"['At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.”', 'The court also found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']","If the three signals need only be separately identifiable and one may be a copy, then the construction allows satisfaction with only two unique inputs.","Under the construction the panel accepted, how many unique input signals could still satisfy the “three signals S1, S2 and S3” language?",two unique signals,"['At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.”', 'The court also found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']","['At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.”', 'The court also found using two signals, plus a copy of one of those signals, was sufficient to meet its construction of three separately identifiable signals.', 'At most, Finesse’s amendment requires three separately identifiable signals and does not require any specific number of unique input signals.']",
prefilter_rejected,regular,Finesse_Wireless_LLC_v_Att_Mobility_LLC,1.0, limitation 1[a] unmet,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', given the court's view of Dr. Wells's express mapping, the conclusion that follows for ’134 claim limitation 1[a] is","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', given the court's view of Dr. Wells's express mapping, the conclusion that follows for ’134 claim limitation 1[a] is limitation 1[a] unmet",Multi-Fact Integration,"['The court acknowledged “[t]he ‘modeled PIM path is the only thing Dr. Wells expressly mapped to the ‘interference generating signals’” and “Dr. Wells also testified that the PIM Model is generated in the GROOT FPGA.”', 'As such, if the modeled PIM path is the claimed “interference generating signals,” then limitation 1[a] cannot be met because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs.']","Because the only expressly mapped interference-generating signal is generated only after sampling, the receiver cannot satisfy the requirement to sample a passband that includes it.","Given the court's view of Dr. Wells's express mapping, what conclusion follows for ’134 claim limitation 1[a]?",limitation 1[a] unmet,"['The court acknowledged “[t]he ‘modeled PIM path is the only thing Dr. Wells expressly mapped to the ‘interference generating signals’” and “Dr. Wells also testified that the PIM Model is generated in the GROOT FPGA.”', 'As such, if the modeled PIM path is the claimed “interference generating signals,” then limitation 1[a] cannot be met because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs.']","['The court acknowledged “[t]he ‘modeled PIM path is the only thing Dr. Wells expressly mapped to the ‘interference generating signals’” and “Dr. Wells also testified that the PIM Model is generated in the GROOT FPGA.”', 'As such, if the modeled PIM path is the claimed “interference generating signals,” then limitation 1[a] cannot be met because the accused radios’ receiver does not sample a passband of received signals that includes interference generating signals since those signals are not generated until after sampling occurs.']",
prefilter_rejected,regular,Finesse_Wireless_LLC_v_Att_Mobility_LLC,10.0, cannot sample them,"According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', if Dr. Wells’s mapping is accepted, the timing of the modeled PIM path implies that the RF ADC would be unable to do so:","According to the opinion 'Finesse Wireless LLC v. AT&T Mobility LLC', if Dr. Wells’s mapping is accepted, the timing of the modeled PIM path implies that the RF ADC would be unable to do so: cannot sample them",Reasoning Step,"['Appellants’ counsel pointed out the RF ADC cannot sample the modeled PIM path because the modeled PIM path is generated downstream of the RF ADC after sampling occurs, and signals cannot be sampled before they are generated.', 'Dr. Wells consistently and repeatedly testified he mapped “signals of interest” to the downlink transmit (DL(TX)) reference and “interference generating signals” to the modeled PIM path']","If the modeled PIM path arises only after RF ADC sampling, then it cannot be the sampled “interference generating signals” Dr. Wells identified.","If Dr. Wells’s mapping is accepted, what does the timing of the modeled PIM path imply about the RF ADC’s ability to sample the claimed “interference generating signals”?",cannot sample them,"['Appellants’ counsel pointed out the RF ADC cannot sample the modeled PIM path because the modeled PIM path is generated downstream of the RF ADC after sampling occurs, and signals cannot be sampled before they are generated.', 'Dr. Wells consistently and repeatedly testified he mapped “signals of interest” to the downlink transmit (DL(TX)) reference and “interference generating signals” to the modeled PIM path']","['Appellants’ counsel pointed out the RF ADC cannot sample the modeled PIM path because the modeled PIM path is generated downstream of the RF ADC after sampling occurs, and signals cannot be sampled before they are generated.', 'Dr. Wells consistently and repeatedly testified he mapped “signals of interest” to the downlink transmit (DL(TX)) reference and “interference generating signals” to the modeled PIM path']",
passed_filter_no_mcqa,regular,Foad_Farahi_v_FBI,1.0, law-enforcement purposes,"According to the opinion 'Foad Farahi v. Federal Bureau of Investigation,' from Hardy's description, together with Farahi's own concession about the investigation's subjects, the file was compiled for","According to the opinion 'Foad Farahi v. Federal Bureau of Investigation,' from Hardy's description, together with Farahi's own concession about the investigation's subjects, the file was compiled for law-enforcement purposes",Multi-Fact Integration,"['The public Hardy declaration explained that the withheld records were compiled “in furtherance of investigations of violations of national security and international terrorism to include pending law enforcement proceedings and the subject’s association with individuals directly involved in such violations.” J.A. 42.', 'Farahi himself conceded that the FBI has investigated him for ties to one or more organizations designated by the State Department as foreign terrorist organizations as well as ties to an individual later detained as an enemy combatant and eventually convicted in federal court on charges related to terrorism.', 'We have no doubt that the FBI carried its burden to show that Farahi’s file was compiled for lawenforcement purposes.']","Hardy's description of the investigation, reinforced by Farahi's own concession about terrorist-related ties, supported the required nexus to law enforcement.",What conclusion about the file's purpose follows from Hardy's description plus Farahi's own concession about the investigation's subjects?,law-enforcement purposes,"['The public Hardy declaration explained that the withheld records were compiled “in furtherance of investigations of violations of national security and international terrorism to include pending law enforcement proceedings and the subject’s association with individuals directly involved in such violations.” J.A. 42.', 'Farahi himself conceded that the FBI has investigated him for ties to one or more organizations designated by the State Department as foreign terrorist organizations as well as ties to an individual later detained as an enemy combatant and eventually convicted in federal court on charges related to terrorism.', 'We have no doubt that the FBI carried its burden to show that Farahi’s file was compiled for lawenforcement purposes.']","['The public Hardy declaration explained that the withheld records were compiled “in furtherance of investigations of violations of national security and international terrorism to include pending law enforcement proceedings and the subject’s association with individuals directly involved in such violations.” J.A. 42.', 'Farahi himself conceded that the FBI has investigated him for ties to one or more organizations designated by the State Department as foreign terrorist organizations as well as ties to an individual later detained as an enemy combatant and eventually convicted in federal court on charges related to terrorism.', 'We have no doubt that the FBI carried its burden to show that Farahi’s file was compiled for lawenforcement purposes.']",
