domain_group,document,v14_mcqa_row_index,short_cloze_row_index,old_cloze_probe,old_cloze_target,shortened_cloze_probe,shortened_cloze_target,contextualized_question,old_formatted_question,old_option_a,old_option_b,old_option_c,old_option_d,old_option_e,old_correct_label,fact,source_statement,rewrite_reason
arxiv,ByteLatent,138,197,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", whether attention uses a different context length, $m$, when computing attention FLOPs is determined by",whether a module is applied on the byte or patch sequence.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", whether attention uses a different context length, $m$, when computing attention FLOPs is determined by whether a module is applied on",the byte or patch sequence.,"Q: According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", what determines whether the attention uses a different context length, $m$, when computing attention flops?","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", whether attention uses a different context length, $m$, when computing attention FLOPs is determined by
(A) the ratio of queries to key/values, r.
(B) whether the layer uses self-attention or cross-attention.
(C) the vocabulary size used for the output projection, V.
(D) whether the block belongs to the encoder or the decoder.
(E) whether a module is applied on the byte or patch sequence.","the ratio of queries to key/values, r.",whether the layer uses self-attention or cross-attention.,"the vocabulary size used for the output projection, V.",whether the block belongs to the encoder or the decoder.,whether a module is applied on the byte or patch sequence.,(E),"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", whether attention uses a different context length, $m$, when computing attention FLOPs is determined by whether a module is applied on the byte or patch sequence.","Depending on whether a module is applied on the byte or patch sequence, the attention uses a different context length, $m$.",accepted: Leaves the sequence type distinction.
arxiv,ByteLatent,146,178,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors pad and possibly truncate byte sequences to 12k and 24k bytes respectively for the Llama 2 and BLT-1T datasets during training",to avoid memory spikes from sequences with unusually large patches,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors pad and possibly truncate byte sequences to 12k and 24k bytes respectively for the Llama 2 and BLT-1T datasets during training to avoid memory spikes from",sequences with unusually large patches,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", why do the authors pad and possibly truncate byte sequences to 12k and 24k bytes respectively for the Llama 2 and BLT-1T datasets during training?","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors pad and possibly truncate byte sequences to 12k and 24k bytes respectively for the Llama 2 and BLT-1T datasets during training
(A) to avoid memory spikes from sequences with unusually large patches
(B) to keep the average batch size fixed at 16M bytes despite changing byte-to-patch ratios
(C) to maintain the same average context length across models with different patch sizes
(D) to ensure that every batch contains the same number of patches in the latent transformer
(E) to fit byte sequences within the model's maximum positional context window",to avoid memory spikes from sequences with unusually large patches,to keep the average batch size fixed at 16M bytes despite changing byte-to-patch ratios,to maintain the same average context length across models with different patch sizes,to ensure that every batch contains the same number of patches in the latent transformer,to fit byte sequences within the model's maximum positional context window,(A),"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors pad and possibly truncate byte sequences to 12k and 24k bytes respectively for the Llama 2 and BLT-1T datasets during training to avoid memory spikes from sequences with unusually large patches","During training we pad and possibly truncate byte sequences to 12k and 24k bytes respectively for Llama 2 and {\textsc BLT}-1T datasets, to avoid memory spikes from sequences with unusually large patches.",accepted: Leaves the cause of memory spikes.
arxiv,ByteLatent,181,236,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", Llama 3 determines the ratio used for the bpe models as",the optimal ratio of model parameters to training data,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", Llama 3 determines the ratio used for the bpe models as the optimal",ratio of model parameters to training data,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", what training ratio between model parameters and training data is used for the bpe models, as determined by Llama 3?","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", Llama 3 determines the ratio used for the bpe models as
(A) the optimal ratio of model parameters to training compute
(B) the ratio of bytes to tokens in the Llama 2 dataset
(C) the optimal ratio of model size to inference cost
(D) the optimal ratio of model parameters to training data
(E) the ratio of training flops to language modeling performance",the optimal ratio of model parameters to training compute,the ratio of bytes to tokens in the Llama 2 dataset,the optimal ratio of model size to inference cost,the optimal ratio of model parameters to training data,the ratio of training flops to language modeling performance,(D),"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", Llama 3 determines the ratio used for the bpe models as the optimal ratio of model parameters to training data","The bpe models are trained using the optimal ratio of model parameters to training data, as determined by Llama~3~\citep{dubey2024llama}.",accepted: Leaves a coherent ratio phrase.
arxiv,ByteLatent,230,295,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", at the crossover point for larger flop-class models where {\textsc{BLT}} improves over token-based models, this shifts",from 3x down to 2.5x the compute optimal budget.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", at the crossover point for larger flop-class models where {\textsc{BLT}} improves over token-based models, this shifts from 3x down to",2.5x the compute optimal budget.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when moving to the larger flop class models, how does the compute-optimal budget at the crossover point where {\textsc BLT} improves over token-based models change?","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", at the crossover point for larger flop-class models where {\textsc{BLT}} improves over token-based models, this shifts
(A) from 2.5x up to 3x the compute optimal budget.
(B) from 3x down to 2.5x the parameter-optimal budget.
(C) from 3x down to 2x the compute optimal budget.
(D) from 3x down to two orders of magnitude above the compute-optimal budget.
(E) from 3x down to 2.5x the compute optimal budget.",from 2.5x up to 3x the compute optimal budget.,from 3x down to 2.5x the parameter-optimal budget.,from 3x down to 2x the compute optimal budget.,from 3x down to two orders of magnitude above the compute-optimal budget.,from 3x down to 2.5x the compute optimal budget.,(E),"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", at the crossover point for larger flop-class models where {\textsc{BLT}} improves over token-based models, this shifts from 3x down to 2.5x the compute optimal budget.",The crossover point where {\textsc BLT} improves over token-based models has shifted slightly closer to the compute-optimal point when moving to the larger flop class models (from 3x down to 2.5x the compute optimal budget).,accepted: Leaves the shifted endpoint.
arxiv,ByteLatent,280,360,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the encoder cross-attention query initialization at the given encoder layer uses",pooling of the encoder hidden representation of the patch bytes,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the encoder cross-attention query initialization at the given encoder layer uses pooling of",the encoder hidden representation of the patch bytes,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", which encoder cross-attention query initialization is used at the given encoder layer?","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the encoder cross-attention query initialization at the given encoder layer uses
(A) the same learned embedding for every global state
(B) a hash embedding of the bytes in the patch
(C) pooling of the encoder hidden representation of the patch bytes
(D) pooling of the decoder hidden representation of the patch bytes
(E) sinusoidal positional embeddings of the patch bytes",the same learned embedding for every global state,a hash embedding of the bytes in the patch,pooling of the encoder hidden representation of the patch bytes,pooling of the decoder hidden representation of the patch bytes,sinusoidal positional embeddings of the patch bytes,(C),"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the encoder cross-attention query initialization at the given encoder layer uses pooling of the encoder hidden representation of the patch bytes","For the encoder cross-attention we test initializing the queries with 1) the same learned embedding for every global state, 2) a hash embedding of the bytes in the patch, and 3) pooling of the encoder hidden representation of the patch bytes at the given encoder layer.",accepted: Leaves the pooled representation.
arxiv,ByteLatent,329,413,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", many patching-based approaches demonstrated initial successes at",a small scale of model size and number of training bytes.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", many patching-based approaches demonstrated initial successes at a small scale of",model size and number of training bytes.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", many patching-based approaches demonstrated initial successes at what scale in terms of model size and number of training bytes?","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", many patching-based approaches demonstrated initial successes at
(A) web-scale pretraining with billions of parameters and trillions of bytes.
(B) a small scale of model size and number of training bytes.
(C) roughly 4x less data than comparable tokenizer-based models.
(D) downstream multilingual tasks with encoder-only byte models.
(E) the 350M parameter scale in a flop-controlled setting.",web-scale pretraining with billions of parameters and trillions of bytes.,a small scale of model size and number of training bytes.,roughly 4x less data than comparable tokenizer-based models.,downstream multilingual tasks with encoder-only byte models.,the 350M parameter scale in a flop-controlled setting.,(B),"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", many patching-based approaches demonstrated initial successes at a small scale of model size and number of training bytes.","\textbf{Patching-based approaches:} The effective use of patching can bring down the otherwise inflated number of flops expended by byte-level LLMs while potentially retaining performance, and many works demonstrated initial successes at a small scale of model size and number of training bytes.",accepted: Leaves the scale dimensions.
arxiv,ByteLatent,364,467,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the main role of the Local Encoder Model $\mathcal{E}$ is to","efficiently map a sequence of input bytes $b_i$, into expressive patch representations, $p_j$.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the main role of the Local Encoder Model $\mathcal{E}$ is to efficiently map a sequence of input bytes $b_i$, into","expressive patch representations, $p_j$.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", what is the main role of the Local Encoder Model $\mathcal{E}$?","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the main role of the Local Encoder Model $\mathcal{E}$ is to
(A) decode patch representations back into sequences of output bytes, $b_i$.
(B) embed each input byte into contextual byte-level representations, $x_i$, for the global transformer to consume directly.
(C) efficiently map a sequence of input bytes $b_i$, into expressive patch representations, $p_j$.
(D) compress the byte stream into fixed-length token embeddings for standard next-token prediction.
(E) map a sequence of latent input patch representations, $p_j$, into a sequence of output patch representations, $o_j$.","decode patch representations back into sequences of output bytes, $b_i$.","embed each input byte into contextual byte-level representations, $x_i$, for the global transformer to consume directly.","efficiently map a sequence of input bytes $b_i$, into expressive patch representations, $p_j$.",compress the byte stream into fixed-length token embeddings for standard next-token prediction.,"map a sequence of latent input patch representations, $p_j$, into a sequence of output patch representations, $o_j$.",(C),"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the main role of the Local Encoder Model $\mathcal{E}$ is to efficiently map a sequence of input bytes $b_i$, into expressive patch representations, $p_j$.","\textit{The Local Encoder Model}, denoted by $\mathcal{E}$, is a lightweight transformer-based model with $l_{\mathcal{E}} << l_{\mathcal{G}}$ layers, whose main role is to efficiently map a sequence of input bytes $b_i$, into expressive patch representations, $p_j$.",accepted: Leaves the mapped output representation.
arxiv,ByteLatent,366,466,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the global model, whose invocation can be chosen to control the amount of compute expended for different portions of the input and output, consumes during pre-training and inference",the bulk of the flops during pre-training as well as inference.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the global model, whose invocation can be chosen to control the amount of compute expended for different portions of the input and output, consumes during pre-training and inference the bulk of",the flops during pre-training as well as inference.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", what does the global model consume during pre-training and inference, given that it is the model whose invocation can be chosen to control the amount of compute expended for different portions of the input and output?","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the global model, whose invocation can be chosen to control the amount of compute expended for different portions of the input and output, consumes during pre-training and inference
(A) the bulk of the flops during pre-training as well as inference.
(B) only a small fraction of the flops during pre-training as well as inference.
(C) most of the compute in the cross-attention layers that pool byte representations into patches during pre-training as well as inference.
(D) primarily the memory and bandwidth costs, rather than the majority of the floating-point operations, during pre-training as well as inference.
(E) roughly the same number of flops as the two smaller local models during pre-training as well as inference.",the bulk of the flops during pre-training as well as inference.,only a small fraction of the flops during pre-training as well as inference.,most of the compute in the cross-attention layers that pool byte representations into patches during pre-training as well as inference.,"primarily the memory and bandwidth costs, rather than the majority of the floating-point operations, during pre-training as well as inference.",roughly the same number of flops as the two smaller local models during pre-training as well as inference.,(A),"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the global model, whose invocation can be chosen to control the amount of compute expended for different portions of the input and output, consumes during pre-training and inference the bulk of the flops during pre-training as well as inference.","This model consumes the bulk of the flops during pre-training as well as inference, and thus, choosing when to invoke it allows us to control and vary the amount of compute expended for different portions of the input and output as a function of input/output complexity.",accepted: Leaves the consumed resource.
arxiv,ByteLatent,371,472,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder multi-headed cross-attention used to compute the subsequent byte representations for layer \(l\), \(W_q\) operates on",byte representations $d_{l-1}$ from the previous decoder transformer layer,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder multi-headed cross-attention used to compute the subsequent byte representations for layer \(l\), \(W_q\) operates on byte representations $d_{l-1}$ from",the previous decoder transformer layer,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder multi-headed cross-attention used to compute the subsequent byte representations for layer $l$, what representations does $W_q$ operate on to form the queries $Q_i$?","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder multi-headed cross-attention used to compute the subsequent byte representations for layer \(l\), \(W_q\) operates on
(A) token embeddings augmented with positional encodings from the autoregressive decoder input
(B) the cross-attention outputs $B_l$ produced within the same decoder layer
(C) the decoder transformer hidden states $D_l$ from the current layer after cross-attention
(D) byte representations $d_{l-1}$ from the previous decoder transformer layer
(E) the final patch representations $o_j$ from the global model after the $\mathcal{D}_C$ transformation",token embeddings augmented with positional encodings from the autoregressive decoder input,the cross-attention outputs $B_l$ produced within the same decoder layer,the decoder transformer hidden states $D_l$ from the current layer after cross-attention,byte representations $d_{l-1}$ from the previous decoder transformer layer,the final patch representations $o_j$ from the global model after the $\mathcal{D}_C$ transformation,(D),"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder multi-headed cross-attention used to compute the subsequent byte representations for layer \(l\), \(W_q\) operates on byte representations $d_{l-1}$ from the previous decoder transformer layer","The subsequent byte-representations for layer $l$, $d_{l,i}$ are computed as:

\begin{align}
D_0 &= h_{l_{\mathcal{E}}} \\
B_l &= D_{l-1} + W_o\left(\text{softmax}\left(\frac{QK^T}{\sqrt{d_k}}\right)V\right), \\
  &\text{where } Q_i = W_q(d_{l-1,i}), K_i = W_k(\mathcal{D}_C(o_j)), V_i = W_v(\mathcal{D}_C(o_j)) \\
  D_l &= \text{Decoder-Transformer-layer}_l(B_l)
\end{align}

where once again, $W_k, W_v$ are key/value projection matrices that operate on a linear transformation and split operation $\mathcal{D}_C$, applied to the final patch representations $o_j$ from the global model, $W_q$ is a query projection matrices operating on byte representations $d_{l-1}$ from the previous decoder transformer layer (or $h_{l_{\mathcal{E}}}$ for the first layer), and $W_o$ is the output projection matrix, thus making $B \in \mathbb{R}^{h_{\mathcal{D}} \times n_b}$, where $n_b$ is the number of output bytes.",accepted: Leaves the source layer.
arxiv,ByteLatent,372,478,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the effective use of patching can bring down",the otherwise inflated number of flops expended by byte-level LLMs.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the effective use of patching can bring down the otherwise inflated number of",flops expended by byte-level LLMs.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", what can the effective use of patching bring down in byte-level LLMs while potentially retaining performance?","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the effective use of patching can bring down
(A) the parameter scale required for hourglass transformers to outperform other byte-level baselines.
(B) the multilingual downstream performance gap between character-level encoders like CANINE and token-level models such as mBERT.
(C) the otherwise inflated number of flops expended by byte-level LLMs.
(D) the amount of training data required for byte-level models to remain competitive with tokenizer-based baselines.
(E) the memory footprint needed to maintain long-context state in byte-level sequence models such as Mamba.",the parameter scale required for hourglass transformers to outperform other byte-level baselines.,the multilingual downstream performance gap between character-level encoders like CANINE and token-level models such as mBERT.,the otherwise inflated number of flops expended by byte-level LLMs.,the amount of training data required for byte-level models to remain competitive with tokenizer-based baselines.,the memory footprint needed to maintain long-context state in byte-level sequence models such as Mamba.,(C),"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the effective use of patching can bring down the otherwise inflated number of flops expended by byte-level LLMs.","\textbf{Patching-based approaches:} The effective use of patching can bring down the otherwise inflated number of flops expended by byte-level LLMs while potentially retaining performance, and many works demonstrated initial successes at a small scale of model size and number of training bytes.",accepted: Leaves the reduced quantity.
