document,row_1based_before_drop,target,probe,fact,reason,candidate_target,score,candidate_source_ok,v12_raw_knowledge_statement
arxiv/fa3,248, $4 \cdot \text{seqlen}^2 \cdot \text{head dimension} \cdot \text{number of heads}$,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the authors use the expression to compute the FLOPs of the forward pass in their benchmark settings:","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the authors use the expression to compute the FLOPs of the forward pass in their benchmark settings: $4 \cdot \text{seqlen}^2 \cdot \text{head dimension} \cdot \text{number of heads}$",target_not_exact_source_span,4 \cdot \text{seqlen}^2 \cdot \text{head dimension} \cdot \text{number of heads}.,1.100,True,"To calculate the FLOPs of the forward pass, we use:

\begin{equation*}
  4 \cdot \text{seqlen}^2 \cdot \text{head dimension} \cdot \text{number of heads}.
\end{equation*}"
arxiv/fa3,254," $\{ 4, 8448, 16, 128\}$","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation study of 2-stage WGMMA-softmax pipelining and warp-specialization for non-causal FP16 \textsc{FlashAttention-3}, the fixed values used for $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\}$ were","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the ablation study of 2-stage WGMMA-softmax pipelining and warp-specialization for non-causal FP16 \textsc{FlashAttention-3}, the fixed values used for $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\}$ were $\{ 4, 8448, 16, 128\}$",target_not_exact_source_span,"4, 8448, 16, 128\}$.",1.100,True,"We ablate both the 2-stage WGMMA-softmax pipelining and warp-specialization for non-causal FP16 \textsc{FlashAttention-3} with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$."
arxiv/fa3,274,50%.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the fraction of the cycle that exponential can take compared to matmul for the attention forward pass in FP16 with head dimension 128 is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the fraction of the cycle that exponential can take compared to matmul for the attention forward pass in FP16 with head dimension 128 is 50%.",target_not_exact_source_span,50\%,1.100,True,"For the attention forward pass in FP16 with head dimension 128, there are 512x more matmul FLOPS compared to exponential operations, but the exponential has 256x lower throughput, so exponential can take 50\% of the cycle compared to matmul."
arxiv/fa3,277,it is difficult to integrate into a standard library.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the reason option (1a), fusing the transpose into the epilogue of a preceding step such as rotary embedding, is not suitable is that","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the reason option (1a), fusing the transpose into the epilogue of a preceding step such as rotary embedding, is not suitable is that it is difficult to integrate into a standard library.",target_not_exact_source_span,is difficult to integrate into a standard library,1.070,True,"However, (1a) is difficult to integrate into a standard library, and (1b) is too wasteful in a memory-bound situation such as inference."
arxiv/xLSTM,62, $\!\exp \left( \tilde{i}_t  \right)$,"In the paper ""xLSTM: Extended Long Short-Term Memory"", the activation function applied to the input gate $i_t$ in the scalar sLSTM forward pass is","In the paper ""xLSTM: Extended Long Short-Term Memory"", the activation function applied to the input gate $i_t$ in the scalar sLSTM forward pass is $\!\exp \left( \tilde{i}_t  \right)$",target_not_exact_source_span,i_t,1.100,True,"The scalar sLSTM forward pass is:

\begin{align}
\label{eq:slstmforward}
c_t \ &= \  f_t \ c_{t-1} \ + \ i_t \ z_t & & 
 &\text{cell state} \\
n_t \ &= \  f_t \ n_{t-1} \ + \ i_t  & & 
 &\text{normalizer state} \\
h_t \ &= \ o_t \ \tilde{h}_t \ ,
  &\tilde{h}_t \ &= \ c_t / n_t
&\text{hidden state} \\
z_t \ &= \ \varphi \left( \tilde{z}_t \right) \ , 
  &\tilde{z}_t \ &=  \ \mathbf{w}^\top_{z} \ \mathbf{x}_t \ + \
  r_{z}  h_{t-1} \ + \  b_{z}
  &\text{cell input} \\
i_t \ &= \ \!\exp \left( \tilde{i}_t  \right) \ , 
  &\tilde{i}_t \ &= \ \mathbf{w}^\top_{i} \ \mathbf{x}_t \ + \
  r_{i}  \ h_{t-1} \ + \  b_{i}
  &\text{input gate} \\
f_t \ &= \ \sigma \left(  \tilde{f}_t \right) \ \text{OR} \
\!\exp \left(  \tilde{f}_t \right) \ ,
  &\tilde{f}_t \ &= \ \mathbf{w}^\top_{f} \ \mathbf{x}_t  \ + \
  r_{f}  \ h_{t-1} \ + \  b_{f}
  &\text{forget gate} \\
o_t \ &= \ \sigma \left( \tilde{o}_t \right) \ , 
  &\tilde{o}_t  \ &= \ \mathbf{w}^\top_{o} \ \mathbf{x}_t \ + \
  r_{o}  \ h_{t-1} \ + \  b_{o}
  &\text{output gate} 
\end{align}"
arxiv/xLSTM,66, $\max$,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the gate stabilization mechanism that introduces the additional stabilizer state $m_t$, the operation used to combine $\log ( f_t ) + m_{t-1}$ and $\log ( i_t )$ in the update for $m_t$ is","According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the gate stabilization mechanism that introduces the additional stabilizer state $m_t$, the operation used to combine $\log ( f_t ) + m_{t-1}$ and $\log ( i_t )$ in the update for $m_t$ is $\max$",target_not_exact_source_span,Therefore,0.100,True,"Therefore, we stabilize gates with an additional state \mbox{$m_t$~\citep{Milakov:18arxiv}}:

\begin{align}
\label{eq:slstmstabil}
m_t \ &= \ \max \left( \log ( f_t ) + m_{t-1} , \log ( i_t ) \right) &\text{stabilizer state} \\
i'_t \ &= \ \!\exp \left( \log \left ( i_t \right) - m_t \right) \ = \ \!\exp \left( \tilde{i}_t - m_t \right) \ \, 
  &\text{stabil. input gate} \\
f'_t \ &= \ \!\exp \left( \log \left( f_t \right) + m_{t-1} - m_t \right) \ \, 
  &\text{stabil. forget gate}
\end{align}"
legal/America_First_Legal_Foundation_v_Jamieson_Greer,15,standing based on its interest in that information.,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer"", after analyzing AFL’s theory that OSC’s failure to investigate prevented AFL from obtaining records requested from DOJ through FOIA, the court said AFL could not establish","According to the opinion in ""America First Legal Foundation v. Jamieson Greer"", after analyzing AFL’s theory that OSC’s failure to investigate prevented AFL from obtaining records requested from DOJ through FOIA, the court said AFL could not establish standing based on its interest in that information.",target_not_exact_source_span,standing based on its interest in the information,1.070,True,"For these reasons, AFL cannot establish standing based on its interest in the information that it requested from DOJ through FOIA."
legal/Apex_Bank_v_Cc_Serve_Corp,36,"a question of law based on findings of relevant underlying facts, namely findings under the DuPont factors.","In the case ""Apex Bank v. CC Serve Corp."", in a trademark opposition under Section 2(d) of the Lanham Act, likelihood of confusion is","In the case ""Apex Bank v. CC Serve Corp."", in a trademark opposition under Section 2(d) of the Lanham Act, likelihood of confusion is a question of law based on findings of relevant underlying facts, namely findings under the DuPont factors.",target_not_exact_source_span,"a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.”",1.100,True,"Likelihood of confusion is a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.” M2 Software, 450 F.3d at 1381."
legal/Apex_Bank_v_Cc_Serve_Corp,53,several exhibits showing third-party uses of marks including the word “Aspire.”,"In the case ""Apex Bank v. CC Serve Corp."", when addressing the sixth DuPont factor, Apex submitted to the Board","In the case ""Apex Bank v. CC Serve Corp."", when addressing the sixth DuPont factor, Apex submitted to the Board several exhibits showing third-party uses of marks including the word “Aspire.”",target_not_exact_source_span,several exhibits to the Board that showed third-party uses of marks including the word “Aspire”.,0.964,True,Apex submitted several exhibits to the Board that showed third-party uses of marks including the word “Aspire”. J.A. 40–46.
legal/Bruce_Cohen_v_Consilio_LLC,7,vacated the district court’s grant of summary judgment as to that MFLSA claim.,"In the case ""Bruce Charles Cohen v. Consilio, LLC"", after raising a jurisdictional concern about whether Cohen’s MFLSA claim for statutory penalties might be moot, the appellate court","In the case ""Bruce Charles Cohen v. Consilio, LLC"", after raising a jurisdictional concern about whether Cohen’s MFLSA claim for statutory penalties might be moot, the appellate court vacated the district court’s grant of summary judgment as to that MFLSA claim.",target_not_exact_source_span,vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim,1.036,True,"Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction."
legal/Bruce_Cohen_v_Consilio_LLC,21,the Minnesota Fair Labor Standards Act.,"In the case ""Bruce Charles Cohen v. Consilio, LLC"", Cohen alleged that Consilio violated several Minnesota wage statutes, including the statute abbreviated MFLSA:","In the case ""Bruce Charles Cohen v. Consilio, LLC"", Cohen alleged that Consilio violated several Minnesota wage statutes, including the statute abbreviated MFLSA: the Minnesota Fair Labor Standards Act.",target_not_exact_source_span,1; Minnesota Fair Labor Standards Act,1.046,True,"Cohen alleged that Consilio’s actions violated the Minnesota Payment of Wages Act (MPWA), Minn. Stat. Ann. §§ 181.101, 181.171, subd. 1; Minnesota Fair Labor Standards Act (MFLSA), Minn. Stat. Ann. §§ 177.25, 177.27, subd. 8; and Minnesota Wage Theft Act (MWTA), Minn. Stat. Ann. §§ 181.032(f), (d)(4), 181.171, subd. 1, 177.27."
legal/Bruce_Cohen_v_Consilio_LLC,37,the specific section the employer allegedly violated.,"In the case ""Bruce Charles Cohen v. Consilio, LLC"", the court explained that an employee may recover civil penalties or damages under the MPWA only when those remedies are authorized by","In the case ""Bruce Charles Cohen v. Consilio, LLC"", the court explained that an employee may recover civil penalties or damages under the MPWA only when those remedies are authorized by the specific section the employer allegedly violated.",target_not_exact_source_span,the MPWA that the employer allegedly violates.,0.884,True,"An employee may also recover civil penalties or damages, so long as they are “provided for in the section” of the MPWA that the employer allegedly violates."
legal/Bruce_Cohen_v_Consilio_LLC,70,whether Consilio’s violative overtime policy was still in place.,"In the case ""Bruce Charles Cohen v. Consilio, LLC"", while reviewing the district court’s summary judgment ruling on Cohen’s MFLSA claim, the Eighth Circuit noted that although the parties agreed Cohen had been paid all overtime wages and liquidated damages before Consilio moved for summary judgment, the remaining dispute was","In the case ""Bruce Charles Cohen v. Consilio, LLC"", while reviewing the district court’s summary judgment ruling on Cohen’s MFLSA claim, the Eighth Circuit noted that although the parties agreed Cohen had been paid all overtime wages and liquidated damages before Consilio moved for summary judgment, the remaining dispute was whether Consilio’s violative overtime policy was still in place.",target_not_exact_source_span,whether Consilio’s violative overtime policy is still in place,1.076,True,"Prior to Consilio’s motion for summary judgment, the parties agreed that Cohen had been paid all overtime wages and liquidated damages, but whether Consilio’s violative overtime policy is still in place remains in dispute."
legal/Bruce_Cohen_v_Consilio_LLC,75,the court does not address it.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the court cited Milligan v. City of Red Oak for the rule that when a party’s brief does not support an assertion with argument or legal authority, the issue is waived, and","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the court cited Milligan v. City of Red Oak for the rule that when a party’s brief does not support an assertion with argument or legal authority, the issue is waived, and the court does not address it.",target_not_exact_source_span,we do not address it.”).,0.876,True,"See Milligan v. City of Red Oak, 230 F.3d 355, 360 (8th Cir. 2000) (“[I]nasmuch as [defendant’s] brief does not support his assertion with any argument or legal authority, he has waived the issue and we do not address it.”)."
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC,73,“separately identifiable.”,"In the case ""Finesse Wireless LLC v. AT&T Mobility LLC"", in the district court’s summary-judgment claim-construction ruling on the ’775 patent, the claim words “three signals S1, S2 and S3” were construed as","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC"", in the district court’s summary-judgment claim-construction ruling on the ’775 patent, the claim words “three signals S1, S2 and S3” were construed as “separately identifiable.”",target_not_exact_source_span,"“separately identifiable,”",1.100,True,"At summary judgment, the district court construed “three signals S1, S2 and S3” to be “separately identifiable,” but not “unique.” J.A. 115."
legal/Foad_Farahi_v_FBI,43,one of the agency's law enforcement duties.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion said the FBI's declarations must establish a rational nexus between the investigation and","In the case ""Foad Farahi v. Federal Bureau of Investigation"", the opinion said the FBI's declarations must establish a rational nexus between the investigation and one of the agency's law enforcement duties.",target_not_exact_source_span,"one of the agency’s law enforcement duties,’”",1.100,True,"Still, its declarations must “establish a rational ‘nexus between the investigation and one of the agency’s law enforcement duties,’” as well as a “connection between an ‘individual or incident and a possible security risk or violation of federal law.’” Campbell, 164 F.3d at 32 (quoting Pratt v. Webster, 673 F.2d 408, 420–21 (D.C. Cir. 1982))"
legal/Foad_Farahi_v_FBI,82,a detailed justification for why the protected records were not reasonably segregable.,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", in its second order, the district court said Bender’s supplemental ex parte submission provided","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", in its second order, the district court said Bender’s supplemental ex parte submission provided a detailed justification for why the protected records were not reasonably segregable.",target_not_exact_source_span,a “detailed justification” for why the protected records were not reasonably segregable,1.100,True,"In its second order, the district court explained that the FBI had provided a “detailed justification” for why the protected records were not reasonably segregable in Bender’s supplemental ex parte submission. J.A. 139 (cleaned up)."
legal/Foad_Farahi_v_FBI,90,Bender’s ex parte declaration in its FOIA segregability analysis.,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", Farahi argued that the district court relied too heavily on","In the case ""Foad Farahi v. Federal Bureau of Investigation"", Farahi argued that the district court relied too heavily on Bender’s ex parte declaration in its FOIA segregability analysis.",target_not_exact_source_span,Bender’s ex parte declaration in its segregability analysis.,1.059,True,"Finally, Farahi complains that the district court relied too much on Bender’s ex parte declaration in its segregability analysis."
legal/Jimenez_v_Bondi,18,the Colombian government was unable or unwilling to protect them.,"In the case ""Jimenez v. Bondi"", the petitioners argued that even if they could not establish past persecution, they had a well-founded fear of future persecution because","In the case ""Jimenez v. Bondi"", the petitioners argued that even if they could not establish past persecution, they had a well-founded fear of future persecution because the Colombian government was unable or unwilling to protect them.",target_not_exact_source_span,the Colombian government is unable or unwilling to protect them.,1.076,True,"Petitioners argue that even if they cannot establish past persecution, 4 they have a well-founded fear of future persecution, in part because the Colombian government is unable or unwilling to protect them."
legal/Jimenez_v_Bondi,73,internal relocation within Colombia was not reasonably available.,"In the case ""Jimenez v. Bondi"", although the Immigration Judge found Petitioners credible, the IJ concluded that Petitioners failed to establish that","In the case ""Jimenez v. Bondi"", although the Immigration Judge found Petitioners credible, the IJ concluded that Petitioners failed to establish that internal relocation within Colombia was not reasonably available.",target_not_exact_source_span,internal relocation was not reasonably available,0.957,True,"Although the IJ found Petitioners to be credible, the IJ concluded that Petitioners failed to establish: (1) their harm amounted to past persecution; (2) a nexus to a statutorily protected ground; (3) internal relocation was not reasonably available; and (4) the Colombian government is unable or unwilling to protect them from their persecutors."
legal/Jimenez_v_Bondi,77,a well-founded fear of future persecution that the government was unable or unwilling to protect them.,"In the case ""Jimenez v. Bondi"", Petitioners argued that the BIA erred by finding that they did not establish","In the case ""Jimenez v. Bondi"", Petitioners argued that the BIA erred by finding that they did not establish a well-founded fear of future persecution that the government was unable or unwilling to protect them.",target_not_exact_source_span,a well-founded fear of future persecution that the government is unable or unwilling to protect them.,1.085,True,They argue that the BIA erred by finding that they did not establish: (1) past persecution; (2) past persecution on account of their political opinion; and (3) a well-founded fear of future persecution that the government is unable or unwilling to protect them.
legal/Pacito_v_Trump,8,unaccompanied refugee children were at issue in the case.,"According to the opinion in ""Pacito v. Trump"", in Judge Lee’s separate opinion in Pacito v. Trump, after discussing 8 U.S.C. § 1522(d)(2)(B), the opinion noted that the record did not clearly show whether","According to the opinion in ""Pacito v. Trump"", in Judge Lee’s separate opinion in Pacito v. Trump, after discussing 8 U.S.C. § 1522(d)(2)(B), the opinion noted that the record did not clearly show whether unaccompanied refugee children were at issue in the case.
",target_not_exact_source_span,unaccompanied refugee children at issue here.,0.960,True,It also is not clear from the record if there are any unaccompanied refugee children at issue here.
legal/Santos_v_Kimmel,25,“instigated the creation of the original Works.”,"In the case ""George Santos v. James C. Kimmel"", Santos argued that Kimmel had","In the case ""George Santos v. James C. Kimmel"", Santos argued that Kimmel had “instigated the creation of the original Works.”",target_not_exact_source_span,“instigated the creation of the original Works”,1.100,True,maintains that the use was not transformative because Kimmel “instigated the creation of the original Works” and accordingly is the “designer[]” of their original purpose.
legal/Santos_v_Kimmel,33,bad faith and therefore nullified the fair use defense.,"In the case ""George Santos v. James C. Kimmel"", Santos argued that Kimmel’s false representations demonstrated","In the case ""George Santos v. James C. Kimmel"", Santos argued that Kimmel’s false representations demonstrated bad faith and therefore nullified the fair use defense.",target_not_exact_source_span,bad faith and thus nullify the fair use defense.,0.971,True,Santos also contends that Kimmel’s false representations demonstrate bad faith and thus nullify the fair use defense.
legal/United_States_v_Constantinescu,13,false and misleading information about the security on social media.,"In the case ""United States v. Constantinescu"", the government alleged that, to “pump” a security’s price, the defendants posted","In the case ""United States v. Constantinescu"", the government alleged that, to “pump” a security’s price, the defendants posted false and misleading information about the security on social media.
",target_not_exact_source_span,false and misleading information about the security on [social media],1.100,True,"To carry out their “pump and dump” scheme, the government alleges that defendants would purchase a security, “‘pump’ the price of that security by posting false and misleading information about the security on [social media] so that other investors were induced to purchase the security and artificially increase its price,” and “dump” by secretly selling the security for a profit."
legal/United_States_v_Constantinescu,29,to cause some harm to result from the deceit.,"In the case ""United States v. Constantinescu"", the opinion explains that the securities fraud statute’s “intent to defraud” element requires an intent to do two things, the second of which is","In the case ""United States v. Constantinescu"", the opinion explains that the securities fraud statute’s “intent to defraud” element requires an intent to do two things, the second of which is to cause some harm to result from the deceit.
",target_not_exact_source_span,(2) cause some harm to result from the deceit.”,1.066,True,"The “intent to defraud” element requires “an intent to (1) deceive, and (2) cause some harm to result from the deceit.” Id. (quoting Evans, 892 F.3d at 712)."
legal/United_States_v_Jaison_Coleman,2,friendly and said they would not bite.,"In the case ""United States v. Jaison L. Coleman"", after Lisa Coleman agreed to let Officer Jamie Kizer come inside, she described her dogs as","In the case ""United States v. Jaison L. Coleman"", after Lisa Coleman agreed to let Officer Jamie Kizer come inside, she described her dogs as friendly and said they would not bite.",target_not_exact_source_span,friendly and would not bite.,0.944,True,"Lisa then said, “Okay” and proceeded to tell Officer Kizer that her kids were in one bedroom, her husband was in another, and her dogs were friendly and would not bite."
legal/United_States_v_Jaison_Coleman,10,"denied Officer Kizer’s request to enter, which helped show that she did not have to consent.","According to the opinion in ""United States v. Jaison L. Coleman"", Lisa initially","According to the opinion in ""United States v. Jaison L. Coleman"", Lisa initially denied Officer Kizer’s request to enter, which helped show that she did not have to consent.",target_not_exact_source_span,While Officer Kizer did not explicitly tell her that she did not need to consent,0.759,True,"While Officer Kizer did not explicitly tell her that she did not need to consent to his entry, the fact that he asked for permission implied as much, as did the fact that she initially denied his request."
legal/United_States_v_Jaison_Coleman,20,the scope of Lisa Coleman’s consent once inside the home.,"In the case ""United States v. Jaison L. Coleman"", the district court found that the officers did not exceed","In the case ""United States v. Jaison L. Coleman"", the district court found that the officers did not exceed the scope of Lisa Coleman’s consent once inside the home.",target_not_exact_source_span,the scope of Lisa’s consent once inside.,0.921,True,"The district court found that this exchange supplied Officer Kizer with the consent necessary to enter the home and, further, that he and his colleagues did not exceed the scope of Lisa’s consent once inside."
legal/United_States_v_Jaison_Coleman,48,freely and voluntarily given.,"In the case ""United States v. Jaison L. Coleman"", the Supreme Court said consent must be","In the case ""United States v. Jaison L. Coleman"", the Supreme Court said consent must be freely and voluntarily given.
",target_not_exact_source_span,“freely and voluntarily” given.,1.100,True,"See United States v. Banks, 60 F.4th 386, 390 (7th Cir. 2023); see also Schneckloth v. Bustamonte, 412 U.S. 218, 219 (1973). So too do both sides agree that consent need not come from the defendant: “[a] third party may give consent to search a place in which both she and the defendant have legitimate expectations of privacy, and the defendant can challenge the validity of the consent given by the third party.” United States v. Cellitti, 387 F.3d 618, 621 (7th Cir. 2004) (citing United States v. Matlock, 415 U.S. 164 (1974)). The Supreme Court has long recognized that, for consent to be valid, it must be “freely and voluntarily” given. Bumper v. North Carolina, 391 U.S. 543, 548 (1968)."
legal/United_States_v_Jaison_Coleman,55,“objective reasonableness.”,"In the case ""United States v. Jaison L. Coleman"", courts evaluate the scope of consent under the Fourth Amendment consent exception using the standard of","In the case ""United States v. Jaison L. Coleman"", courts evaluate the scope of consent under the Fourth Amendment consent exception using the standard of “objective reasonableness.”",target_not_exact_source_span,"“objective reasonableness,”",1.100,True,"The proper inquiry for evaluating the scope of consent is “objective reasonableness,” with courts asking, “what would the typical reasonable person have understood by the exchange between the officer” and the person giving consent?"
legal/United_States_v_Jaison_Coleman,65,to make sure the kids were okay,"In the case ""United States v. Jaison L. Coleman"", Coleman focused on Officer Kizer’s statement that the officers almost needed to come inside","In the case ""United States v. Jaison L. Coleman"", Coleman focused on Officer Kizer’s statement that the officers almost needed to come inside to make sure the kids were okay.",target_not_exact_source_span,to make sure [the kids are okay].,1.051,True,"Coleman begs to differ, focusing on Officer Kizer’s use of the word “need” in the critical second exchange: “Okay, um, I’m sensing that we almost need to come inside to make sure [the kids are okay]."
legal/United_States_v_Justin_Cutbank,24,an officer’s gun.,"In the case ""United States v. Justin Lyle Cutbank"", after police found Cutbank at another house following his flight from D.F.’s residence, the opinion states that when officers attempted to detain him and he resisted, he grabbed","In the case ""United States v. Justin Lyle Cutbank"", after police found Cutbank at another house following his flight from D.F.’s residence, the opinion states that when officers attempted to detain him and he resisted, he grabbed an officer’s gun.",target_not_exact_source_span,an officer in,0.928,True,"Cutbank resisted when officers attempted to detain him, biting an officer in the face and neck and grabbing his gun."
legal/United_States_v_Justin_Cutbank,49,her sister had been killed by a gun.,"In the case ""United States v. Justin Lyle Cutbank"", during cross-examination about D.F.’s prior inconsistent statements concerning the gun, D.F. said she did not like guns because","In the case ""United States v. Justin Lyle Cutbank"", during cross-examination about D.F.’s prior inconsistent statements concerning the gun, D.F. said she did not like guns because her sister had been killed by a gun.",target_not_exact_source_span,[her] sister was killed by a gun.”,0.962,True,"During cross examination regarding prior inconsistent statements regarding the gun, including that she did not remember seeing the gun on the night in question, D.F. testified that some statements were because she was “not familiar with guns” and “did not like guns . . . [a]s [her] sister was killed by a gun.”"
legal/United_States_v_Justin_Cutbank,68,the PSR’s factual statements regarding Cutbank’s prior felony convictions.,"In the case ""United States v. Justin Lyle Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted without objection","In the case ""United States v. Justin Lyle Cutbank"", during sentencing on the felon-in-possession conviction, the district court adopted without objection the PSR’s factual statements regarding Cutbank’s prior felony convictions.",target_not_exact_source_span,the PSR’s factual statements regarding Cutback’s prior felony convictions.,1.086,True,"At sentencing, the district court adopted, without objection, the PSR’s factual statements regarding Cutback’s prior felony convictions."
medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac,12,the patient's unusual clinical course.,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was the patient's unusual clinical course.",target_not_exact_source_span,the patient’s unusual clinical course.,1.100,True,"And third, there was no other plausible diagnosis to explain the patient’s unusual clinical course."
medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar,9,sleep-disordered breathing is suspected.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography when","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", recent guidelines note that patients with Chiari malformation type I should undergo routine polysomnography when sleep-disordered breathing is suspected.",target_not_exact_source_span,sleep-disordered breathing.,0.900,True,Recent guidelines emphasise the importance of this connection by recommending routine polysomnography for CMI patients with suspected sleep-disordered breathing.
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,54,flexible nasendoscopy was performed.,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after 3 weeks of progressive neck swelling in a man in his 40s,","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after 3 weeks of progressive neck swelling in a man in his 40s, flexible nasendoscopy was performed.
",target_not_exact_source_span,flexible nasendoscopy performed,1.039,True,"A flexible nasendoscopy performed by ENT showed no significant anatomical abnormalities in the soft palate, vallecula, larynx or post-cricoid space, but notably, there were increased secretions and coughing during the examination."
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,6,"creatine kinase (CK) elevation, before they began improving after drug discontinuation.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings on active treatment developed worsening laboratory abnormalities while receiving treatment, including","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings on active treatment developed worsening laboratory abnormalities while receiving treatment, including creatine kinase (CK) elevation, before they began improving after drug discontinuation.
",target_not_exact_source_span,"treatment, and the CK elevation started improving within days after drug discontinuation",0.806,True,"In this case, affected patient developed creatine kinase (CK) elevation in the thousands while being on active treatment, and the CK elevation started improving within days after drug discontinuation, which is consistent with drug-induced rhabdomyolysis."
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,104,an allergy confirmation test.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after multiphasic anaphylaxis to clarithromycin, the omitted test was","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after multiphasic anaphylaxis to clarithromycin, the omitted test was an allergy confirmation test.",target_not_exact_source_span,No allergy confirmation test,1.064,True,"No allergy confirmation test was performed, as risking renewed serious anaphylaxis through, for example, skin testing was not deemed proportional, underpinned by the relative ease with which further exposure can be avoided."
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,90,a progressive decline in beta-cell function.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", HNF1A mutations lead to","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", HNF1A mutations lead to a progressive decline in beta-cell function.
",target_not_exact_source_span,a progressive decline in β-cell function,1.100,True,"Mutations in HNF1A lead to a progressive decline in β-cell function, manifested by impaired expression of insulin and GLUT2 genes, as well as reduced pyruvate kinase activity."
