document,row_1based_pre_sanity_v13,decision,reason,target,probe,fact
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,20,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,mild improvement,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient’s repeat pulmonary function tests during follow-up after treatment for SAE1 antibody-positive dermatomyositis showed residual restrictive pattern thought to reflect baseline physiology and","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient’s repeat pulmonary function tests during follow-up after treatment for SAE1 antibody-positive dermatomyositis showed residual restrictive pattern thought to reflect baseline physiology and mild improvement
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,24,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,Subcutaneous tissue oedema,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling, is","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling, is Subcutaneous tissue oedema
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,34,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,creatine kinase level,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", because the neck oedema was atypical for angioedema and there were also skin and nail changes in a previously well man in his 40s who presented with severe neck swelling, the requested test was","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", because the neck oedema was atypical for angioedema and there were also skin and nail changes in a previously well man in his 40s who presented with severe neck swelling, the requested test was creatine kinase level
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,43,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,8 out of 121 patients diagnosed with dermatomyositis,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", in the cited study of 121 patients diagnosed with dermatomyositis, pseudoangioedema was present in","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", in the cited study of 121 patients diagnosed with dermatomyositis, pseudoangioedema was present in 8 out of 121 patients diagnosed with dermatomyositis.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,49,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,Proximal nailfold microhaemorrhages,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", in a man in his 40s who presented with 3 weeks of progressive neck swelling and proximal muscle weakness, nailfold capillaroscopy showed avascular areas together with","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", in a man in his 40s who presented with 3 weeks of progressive neck swelling and proximal muscle weakness, nailfold capillaroscopy showed avascular areas together with Proximal nailfold microhaemorrhages.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,54,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,flexible nasendoscopy was performed.,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after 3 weeks of progressive neck swelling in a man in his 40s,","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after 3 weeks of progressive neck swelling in a man in his 40s, flexible nasendoscopy was performed.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,62,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,was found on the next day to be significantly elevated at 16 184 U/L.,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the creatine kinase level requested for a man in his 40s with 3 weeks of progressive neck swelling and proximal muscle weakness","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the creatine kinase level requested for a man in his 40s with 3 weeks of progressive neck swelling and proximal muscle weakness was found on the next day to be significantly elevated at 16 184 U/L.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,68,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,HIV negative,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was diagnosed with suspected dermatomyositis and underwent an immunosuppression screen, his HIV status was","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was diagnosed with suspected dermatomyositis and underwent an immunosuppression screen, his HIV status was HIV negative
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,76,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,severe pyriform fossae residue,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a video fluoroscopic (barium) swallow study performed after the patient was found to have severe pharyngeal dysphagia showed the following residue in the pyriform fossae:","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a video fluoroscopic (barium) swallow study performed after the patient was found to have severe pharyngeal dysphagia showed the following residue in the pyriform fossae: severe pyriform fossae residue
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,78,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,"involving the hip adductors, bilateral gracilis muscles and bilateral distal iliopsoas muscles","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", During the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", During the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis involving the hip adductors, bilateral gracilis muscles and bilateral distal iliopsoas muscles.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,84,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,"Muscle weakness, including dysphagia, was not a prominent feature of his early presentation.","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", when the patient initially presented with subacute neck swelling and an elevated C-reactive protein, one early feature was not prominent:","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", when the patient initially presented with subacute neck swelling and an elevated C-reactive protein, one early feature was not prominent: Muscle weakness, including dysphagia, was not a prominent feature of his early presentation.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,87,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,intravenous methylprednisolone treatment,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after 3 days of therapy at 1000 mg daily for significant airway muscle involvement, the patient underwent","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after 3 days of therapy at 1000 mg daily for significant airway muscle involvement, the patient underwent intravenous methylprednisolone treatment
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,89,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,a total of 165 g,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient with dermatomyositis received loading-dose intravenous immunoglobulin (IVIG) after significant airway muscle involvement, with a total loading dose of Gamunex 10% over 5 days,","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient with dermatomyositis received loading-dose intravenous immunoglobulin (IVIG) after significant airway muscle involvement, with a total loading dose of Gamunex 10% over 5 days, a total of 165 g.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,98,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,marked improvement in cervical soft tissue swelling,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was hospitalized and treated for 3 weeks for dermatomyositis with severe cervical soft tissue swelling and hip flexor weakness, the patient demonstrated","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was hospitalized and treated for 3 weeks for dermatomyositis with severe cervical soft tissue swelling and hip flexor weakness, the patient demonstrated marked improvement in cervical soft tissue swelling.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,122,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,anti-transcriptional intermediary factor 1γ (TIF1-γ) antibody,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the antibody more commonly associated with angioedema than other antibodies was","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the antibody more commonly associated with angioedema than other antibodies was anti-transcriptional intermediary factor 1γ (TIF1-γ) antibody
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,123,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,Facial swelling was described in a number of cases,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors noted that dermatomyositis-associated oedema had been reported in several cases, while neck swelling was less commonly described:","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors noted that dermatomyositis-associated oedema had been reported in several cases, while neck swelling was less commonly described: Facial swelling was described in a number of cases.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,124,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,neck swelling itself was less frequently described.,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the discussion notes that facial swelling had been described in a number of reported cases of dermatomyositis with oedema, whereas","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the discussion notes that facial swelling had been described in a number of reported cases of dermatomyositis with oedema, whereas neck swelling itself was less frequently described.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,133,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,intravenous immunoglobulin was used in selected cases.,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", in the largest published anti-SAE1-positive dermatomyositis cohort,","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", in the largest published anti-SAE1-positive dermatomyositis cohort, intravenous immunoglobulin was used in selected cases.
"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,136,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,a good prognosis,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors commented that this patient's prognosis, despite dermatomyositis and significant tissue oedema, was","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors commented that this patient's prognosis, despite dermatomyositis and significant tissue oedema, was a good prognosis"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,20,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,10%.,"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed microangiopathic haemolytic anaemia and thrombocytopenia after sepsis, and ADAMTS13 activity was later reported as 43.5%, which argued against thrombotic thrombocytopenic purpura (TTP), with TTP typically presenting at","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed microangiopathic haemolytic anaemia and thrombocytopenia after sepsis, and ADAMTS13 activity was later reported as 43.5%, which argued against thrombotic thrombocytopenic purpura (TTP), with TTP typically presenting at 10%.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,31,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,infection-triggered CM-HUS.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s insignificant medical history made a pre-existing complement defect requiring a ""second hit"" less likely, and her history supported","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient’s insignificant medical history made a pre-existing complement defect requiring a ""second hit"" less likely, and her history supported infection-triggered CM-HUS.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,32,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,infection-triggered CM-HUS.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the fact that the patient’s haemolysis was noted only after her sepsis had started to improve suggested that her CM-HUS was","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the fact that the patient’s haemolysis was noted only after her sepsis had started to improve suggested that her CM-HUS was infection-triggered CM-HUS.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,39,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,complement blockade.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors conclude that early recognition of complement-mediated haemolytic uraemic syndrome is important because one of the main predictors of a favourable outcome is","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the authors conclude that early recognition of complement-mediated haemolytic uraemic syndrome is important because one of the main predictors of a favourable outcome is complement blockade.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,40,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,eculizumab therapy.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient achieved haematological remission and partial renal recovery, the discussion of prognosis describes the time-to-initiation as one of the main determinants of outcome, specifically","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient achieved haematological remission and partial renal recovery, the discussion of prognosis describes the time-to-initiation as one of the main determinants of outcome, specifically eculizumab therapy.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,42,still_dropped_hard_criteria,hard drop from reviewer/judge list,complement-mediated haemolytic uraemic syndrome (CM-HUS) was diagnosed.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and later had laboratory and renal biopsy findings showing thrombotic microangiopathy (TMA), and","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s developed sepsis after a dog bite and later had laboratory and renal biopsy findings showing thrombotic microangiopathy (TMA), and complement-mediated haemolytic uraemic syndrome (CM-HUS) was diagnosed.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,59,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,"severe inflammation,","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s who was admitted after a dog bite had an initial laboratory workup that reported","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s who was admitted after a dog bite had an initial laboratory workup that reported severe inflammation,
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,73,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,rapidly worsening renal function,"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient was transferred to the ICU for sepsis and acute kidney injury following a dog bite, her renal function was described as completely anuric with","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after the patient was transferred to the ICU for sepsis and acute kidney injury following a dog bite, her renal function was described as completely anuric with rapidly worsening renal function.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,78,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,stress-dose corticosteroids administered during the initial septic phase.,"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient had multiorgan involvement during the initial septic phase but never required vasopressor support beyond the","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient had multiorgan involvement during the initial septic phase but never required vasopressor support beyond the stress-dose corticosteroids administered during the initial septic phase.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,110,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,due to the severity of her disease,"In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", complement blockade is being continued after the patient's complicated course of complement-mediated haemolytic uraemic syndrome and dialysis-dependent acute kidney injury, with reassessment planned only if renal function stabilises,","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", complement blockade is being continued after the patient's complicated course of complement-mediated haemolytic uraemic syndrome and dialysis-dependent acute kidney injury, with reassessment planned only if renal function stabilises, due to the severity of her disease
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,116,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,negative microbiological testing,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was being evaluated for STEC-HUS, and besides the absence of prodromal enteric illness, what also argued against STEC-HUS was","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was being evaluated for STEC-HUS, and besides the absence of prodromal enteric illness, what also argued against STEC-HUS was negative microbiological testing
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,117,still_dropped_hard_criteria,hard drop from reviewer/judge list,CM-HUS.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after persistent haemolysis, schistocytosis, dialysis-dependent AKI and kidney biopsy findings, the supported diagnosis was","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", after persistent haemolysis, schistocytosis, dialysis-dependent AKI and kidney biopsy findings, the supported diagnosis was CM-HUS.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,129,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,Between 50% and 70%,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a substantial proportion of patients with complement-mediated haemolytic uraemic syndrome are reported to harbour genetic variants or autoantibodies affecting complement regulatory proteins, such as factors H, I and B or membrane cofactor protein (CD46):","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a substantial proportion of patients with complement-mediated haemolytic uraemic syndrome are reported to harbour genetic variants or autoantibodies affecting complement regulatory proteins, such as factors H, I and B or membrane cofactor protein (CD46): Between 50% and 70%
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,133,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,infection-triggered CM-HUS without a demonstrable inherited complement predisposition.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the absence of pathogenic or likely pathogenic complement gene variants supported her complement-mediated haemolytic uraemic syndrome (CM-HUS) being caused by","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the absence of pathogenic or likely pathogenic complement gene variants supported her complement-mediated haemolytic uraemic syndrome (CM-HUS) being caused by infection-triggered CM-HUS without a demonstrable inherited complement predisposition.
"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,135,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,eculizumab-associated infectious risks,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the therapeutic dilemma about using complement blockade during active bacteraemia, because terminal complement components are important for defence against encapsulated bacteria such as Neisseria and Capnocytophaga, was associated with","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the therapeutic dilemma about using complement blockade during active bacteraemia, because terminal complement components are important for defence against encapsulated bacteria such as Neisseria and Capnocytophaga, was associated with eculizumab-associated infectious risks."
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,6,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,"creatine kinase (CK) elevation, before they began improving after drug discontinuation.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings on active treatment developed worsening laboratory abnormalities while receiving treatment, including","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings on active treatment developed worsening laboratory abnormalities while receiving treatment, including creatine kinase (CK) elevation, before they began improving after drug discontinuation.
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,7,still_dropped_hard_criteria,hard drop from reviewer/judge list,IMNM.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are described as two autoantibodies highly associated with","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are described as two autoantibodies highly associated with IMNM.
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,32,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,"tirzepatide, another commonly used GLP-1 receptor agonist.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that a recent case report described rhabdomyolysis with necrotising features associated with the glucagon-like peptide-1 receptor agonist","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that a recent case report described rhabdomyolysis with necrotising features associated with the glucagon-like peptide-1 receptor agonist tirzepatide, another commonly used GLP-1 receptor agonist.
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,34,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,aggressive proximal muscle weakness,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the muscle weakness in immune-mediated necrotising myopathy (IMNM) is described as","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the muscle weakness in immune-mediated necrotising myopathy (IMNM) is described as aggressive proximal muscle weakness
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,39,still_dropped_hard_criteria,hard drop from reviewer/judge list,features of necrotising myopathy,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", several patients developed muscle findings in the setting of statin use and were sometimes classified as toxic myopathy or polymyositis before the HMGCR autoantibody association was recognized, and they developed","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", several patients developed muscle findings in the setting of statin use and were sometimes classified as toxic myopathy or polymyositis before the HMGCR autoantibody association was recognized, and they developed features of necrotising myopathy
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,41,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,additional diagnostic challenges,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the authors note that an estimated third of patients with immune-mediated necrotising myopathy are seronegative, and the lack of an autoantibody in this subset of patients makes the diagnostic process more difficult, resulting in","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the authors note that an estimated third of patients with immune-mediated necrotising myopathy are seronegative, and the lack of an autoantibody in this subset of patients makes the diagnostic process more difficult, resulting in additional diagnostic challenges
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,46,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,liver-kidney microsomal antibodies were all negative.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had an earlier work-up for mild transaminase elevation, and her viral hepatitis serology, anti-nuclear, anti-mitochondrial, and anti-smooth muscle tests were negative, and her","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient had an earlier work-up for mild transaminase elevation, and her viral hepatitis serology, anti-nuclear, anti-mitochondrial, and anti-smooth muscle tests were negative, and her liver-kidney microsomal antibodies were all negative.
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,56,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,resolved but she was deconditioned.,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", At the time of discharge after the 5-day hospitalization that followed her first semaglutide dose, which had caused nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, her gastrointestinal symptoms had","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", At the time of discharge after the 5-day hospitalization that followed her first semaglutide dose, which had caused nausea, vomiting, poor oral intake, dyspnoea, acute renal failure, and severe metabolic acidosis, her gastrointestinal symptoms had resolved but she was deconditioned.
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,70,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,was found to have a normal CK,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her rehospitalisation 12 days after discharge for 10 days because of septic shock from a pseudomonal urinary tract infection, her creatine kinase (CK)","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her rehospitalisation 12 days after discharge for 10 days because of septic shock from a pseudomonal urinary tract infection, her creatine kinase (CK) was found to have a normal CK
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,86,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,"steatotic hepatomegaly,","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during the evaluation of her progressive weakness and elevated creatine kinase, abdominal MRI demonstrated","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during the evaluation of her progressive weakness and elevated creatine kinase, abdominal MRI demonstrated steatotic hepatomegaly,
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,90,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,a membrane attack complex positive stain,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a muscle biopsy from the right vastus lateralis showed a stain that was positive on both necrotising and non-necrotising myofibres, consistent with an inflammatory response, and this stain was","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a muscle biopsy from the right vastus lateralis showed a stain that was positive on both necrotising and non-necrotising myofibres, consistent with an inflammatory response, and this stain was a membrane attack complex positive stain.
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,91,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,"rare CD3, a T-cell marker positive cells","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a right vastus lateralis muscle biopsy showed necrotic and regenerating fibres with inflammatory findings, and the biopsy finding showed","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a right vastus lateralis muscle biopsy showed necrotic and regenerating fibres with inflammatory findings, and the biopsy finding showed rare CD3, a T-cell marker positive cells.
"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr,92,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,perivascular inflammatory cells (figure 3C).,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a right vastus lateralis muscle biopsy performed after the patient developed progressive proximal weakness, dysphagia, and an elevated creatine kinase described rare CD3-positive T cells and","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a right vastus lateralis muscle biopsy performed after the patient developed progressive proximal weakness, dysphagia, and an elevated creatine kinase described rare CD3-positive T cells and perivascular inflammatory cells (figure 3C)."
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s,41,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,97%),"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient admitted to the emergency room at 21 weeks' gestation for severe abdominal pain and mild dyspnoea had a median oxygen saturation on admission of","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient admitted to the emergency room at 21 weeks' gestation for severe abdominal pain and mild dyspnoea had a median oxygen saturation on admission of 97%).
"
