doc,row_1based,status,current_target,rubric_target,current_probe,rubric_probe,current_fact,rubric_fact
FeatLLM,287,content_diff,"the number of ensembles, and the other is how many rules per class to extract during each LLM query","the number of ensembles, and the other is how many rules per class to extract during each LLM query.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM has two main hyper-parameters; one is","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", \textsf{FeatLLM} has two main hyper-parameters. One is","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM has two main hyper-parameters; one is the number of ensembles, and the other is how many rules per class to extract during each LLM query","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", \textsf{FeatLLM} has two main hyper-parameters; one is the number of ensembles, and the other is how many rules per class to extract during each LLM query."
FeatLLM,291,content_diff,minimal inference cost.,minimal inference cost.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" when \textsf{FeatLLM} uses rule generation and an ensemble process with bagging, it requires","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when \textsf{FeatLLM} uses rule generation and an ensemble process with bagging, it requires","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" when \textsf{FeatLLM} uses rule generation and an ensemble process with bagging, it requires minimal inference cost.","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when \textsf{FeatLLM} uses rule generation and an ensemble process with bagging, it requires minimal inference cost."
FeatLLM,293,content_diff,high prediction performance.,high prediction performance.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", featLLM achieves when applied to real-world tabular data in a data-efficient way.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when applied to real-world tabular data in a data-efficient way, FeatLLM achieves","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", featLLM achieves when applied to real-world tabular data in a data-efficient way. high prediction performance.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM achieves high prediction performance when applied to real-world tabular data in a data-efficient way."
FeatLLM,300,content_diff,"the ``criteria""","the ``criteria""","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the novel in-context learning framework \textsf{FeatLLM} aims to understand the underlying basis of LLM predictions, namely","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the novel in-context learning framework \textsf{FeatLLM} aims to understand the underlying basis of LLM predictions, namely","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the novel in-context learning framework \textsf{FeatLLM} aims to understand the underlying basis of LLM predictions, namely the ``criteria"".","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the novel in-context learning framework \textsf{FeatLLM} aims to understand the underlying basis of LLM predictions, namely the ``criteria""."
FeatLLM,24,only_current,the domain of tabular learning.,,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the utilization of LLMs' prior knowledge and reasoning capabilities has been extended to",,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the utilization of LLMs' prior knowledge and reasoning capabilities has been extended to the domain of tabular learning.",
FeatLLM,41,only_current,feature engineering.,,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors assign LLMs the role of",,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors assign LLMs the role of feature engineering.",
GRPO,5,content_diff,Common Crawl,Common Crawl,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that DeepSeekMath~7B continues pre-training with 120B math-related tokens sourced from what data source, together with natural language and code data:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the data source for the 120B math-related tokens used to continue pre-training DeepSeekMath~7B, together with natural language and code data, is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that DeepSeekMath~7B continues pre-training with 120B math-related tokens sourced from what data source, together with natural language and code data: Common Crawl","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the data source for the 120B math-related tokens used to continue pre-training DeepSeekMath~7B, together with natural language and code data, is Common Crawl"
GRPO,10,content_diff,Group Relative Policy Optimization (GRPO).,Group Relative Policy Optimization (GRPO).,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors introduce the variant of Proximal Policy Optimization (PPO) that enhances mathematical reasoning abilities while also optimizing PPO’s memory usage,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the variant of Proximal Policy Optimization (PPO) that the authors introduce to enhance mathematical reasoning abilities while optimizing PPO’s memory usage is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors introduce the variant of Proximal Policy Optimization (PPO) that enhances mathematical reasoning abilities while also optimizing PPO’s memory usage, Group Relative Policy Optimization (GRPO).","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the variant of Proximal Policy Optimization (PPO) that the authors introduce to enhance mathematical reasoning abilities while optimizing PPO’s memory usage is Group Relative Policy Optimization (GRPO)."
GRPO,29,content_diff,general reasoning capabilities,general reasoning capabilities,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", math training also amplifies the broader capability reflected in improved performance on the MMLU and BBH benchmarks:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", math training also amplifies broader","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", math training also amplifies the broader capability reflected in improved performance on the MMLU and BBH benchmarks: general reasoning capabilities","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", math training also amplifies broader general reasoning capabilities"
GRPO,35,content_diff,the critic model.,the critic model.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", GRPO estimates the baseline from group scores instead of relying on a separate baseline network,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the separate baseline network that GRPO avoids relying on is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", GRPO estimates the baseline from group scores instead of relying on a separate baseline network, the critic model.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the separate baseline network that GRPO avoids relying on is the critic model."
GRPO,36,content_diff,group scores,group scores,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", Group Relative Policy Optimization (GRPO) uses the following to estimate the baseline instead of a critic model:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", Group Relative Policy Optimization (GRPO) estimates the baseline using","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", Group Relative Policy Optimization (GRPO) uses the following to estimate the baseline instead of a critic model: group scores","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", Group Relative Policy Optimization (GRPO) estimates the baseline using group scores"
GRPO,47,content_diff,Common Crawl data.,Common Crawl data.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"" provides evidence that publicly accessible data contains valuable information for mathematical purposes:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the publicly accessible data that contains valuable information for mathematical purposes is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"" provides evidence that publicly accessible data contains valuable information for mathematical purposes: Common Crawl data.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the publicly accessible data that contains valuable information for mathematical purposes is Common Crawl data."
GRPO,53,content_diff,the number of parameters.,the number of parameters.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", based on the comparison between the pre-trained base model DeepSeekMath-Base 7B and Minerva 540B, what is not the only key factor in mathematical reasoning capability is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", based on the comparison between DeepSeekMath-Base 7B and Minerva 540B, the factor that is not the only key factor in mathematical reasoning capability is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", based on the comparison between the pre-trained base model DeepSeekMath-Base 7B and Minerva 540B, what is not the only key factor in mathematical reasoning capability is the number of parameters.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", based on the comparison between DeepSeekMath-Base 7B and Minerva 540B, the factor that is not the only key factor in mathematical reasoning capability is the number of parameters."
GRPO,55,content_diff,tool use.,tool use.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that code training prior to math training improves models' ability to solve mathematical problems in one setting:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", one setting in which code training prior to math training improves models’ ability to solve mathematical problems is","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that code training prior to math training improves models' ability to solve mathematical problems in one setting: tool use.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", one setting in which code training prior to math training improves models’ ability to solve mathematical problems is tool use."
GRPO,56,content_diff,all mathematical benchmarks.,all mathematical benchmarks.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that although training on arXiv papers is common in many math-related papers, it brings no notable improvements on the benchmarks adopted in this paper,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", although training on arXiv papers is common in many math-related papers, it brings no notable improvements on","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that although training on arXiv papers is common in many math-related papers, it brings no notable improvements on the benchmarks adopted in this paper, all mathematical benchmarks.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", although training on arXiv papers is common in many math-related papers, it brings no notable improvements on all mathematical benchmarks."
GRPO,57,content_diff,Group Relative Policy Optimization (GRPO).,Group Relative Policy Optimization (GRPO).,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors introduce an efficient and effective reinforcement learning algorithm in their exploration and analysis of reinforcement learning:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the efficient and effective reinforcement learning algorithm the authors introduce in their exploration and analysis of reinforcement learning is","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors introduce an efficient and effective reinforcement learning algorithm in their exploration and analysis of reinforcement learning: Group Relative Policy Optimization (GRPO).","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the efficient and effective reinforcement learning algorithm the authors introduce in their exploration and analysis of reinforcement learning is Group Relative Policy Optimization (GRPO)."
GRPO,82,content_diff,English-only math pre-training data.,English-only math pre-training data.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", previous works collected a restricted kind of math pre-training data before the authors included high-quality non-English data:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the restricted kind of math pre-training data collected by previous works was","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", previous works collected a restricted kind of math pre-training data before the authors included high-quality non-English data: English-only math pre-training data.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the restricted kind of math pre-training data collected by previous works was English-only math pre-training data."
GRPO,113,content_diff,the percentage of web pages.,the percentage of web pages.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", for each domain in the Common Crawl organized into disjoint domains, the authors calculate, based on the web pages collected in the first iteration,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", for each domain in the Common Crawl, based on web pages collected in the first iteration, the quantity the authors calculate is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", for each domain in the Common Crawl organized into disjoint domains, the authors calculate, based on the web pages collected in the first iteration, the percentage of web pages.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", for each domain in the Common Crawl, based on web pages collected in the first iteration, the quantity the authors calculate is the percentage of web pages."
GRPO,120,content_diff,mathematical data,mathematical data,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the iterative data-collection process for mathematical web pages, the improved fastText model becomes capable of recalling more of the following in the subsequent iteration:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the iterative data-collection process for mathematical web pages, the improved fastText model becomes capable of recalling more","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the iterative data-collection process for mathematical web pages, the improved fastText model becomes capable of recalling more of the following in the subsequent iteration: mathematical data","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the iterative data-collection process for mathematical web pages, the improved fastText model becomes capable of recalling more mathematical data"
GRPO,140,content_diff,multilingual mathematical content.,multilingual mathematical content.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus covers the type of mathematical content described in the evaluation results section:","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus covers","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus covers the type of mathematical content described in the evaluation results section: multilingual mathematical content.","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus covers multilingual mathematical content."
GRPO,151,content_diff,DeepSeek-Coder-Base-v1.5 7B.,DeepSeek-Coder-Base-v1.5 7B.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B is initialized with the pretrained model before being trained for 500B tokens,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the pretrained model used to initialize DeepSeekMath-Base 7B before 500B-token training is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B is initialized with the pretrained model before being trained for 500B tokens, DeepSeek-Coder-Base-v1.5 7B.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the pretrained model used to initialize DeepSeekMath-Base 7B before 500B-token training is DeepSeek-Coder-Base-v1.5 7B."
GRPO,155,content_diff,Common Crawl.,Common Crawl.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the data distribution used to train DeepSeekMath-Base 7B for 500B tokens, the remaining 10% of the data consists of natural language data from a large web corpus,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the data distribution used to train DeepSeekMath-Base 7B for 500B tokens, the large web corpus supplying the remaining 10% natural language data is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the data distribution used to train DeepSeekMath-Base 7B for 500B tokens, the remaining 10% of the data consists of natural language data from a large web corpus, Common Crawl.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the data distribution used to train DeepSeekMath-Base 7B for 500B tokens, the large web corpus supplying the remaining 10% natural language data is Common Crawl."
GRPO,165,content_diff,Minerva 540B.,Minerva 540B.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the competition-level MATH dataset, DeepSeekMath-Base outperforms the closed-source base model, 77 times larger and built on PaLM,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the competition-level MATH dataset, the closed-source base model that DeepSeekMath-Base outperforms, which is 77 times larger and built on PaLM, is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the competition-level MATH dataset, DeepSeekMath-Base outperforms the closed-source base model, 77 times larger and built on PaLM, Minerva 540B.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the competition-level MATH dataset, the closed-source base model that DeepSeekMath-Base outperforms, which is 77 times larger and built on PaLM, is Minerva 540B."
GRPO,168,content_diff,a Python program.,a Python program.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the program-aided mathematical reasoning evaluation on GSM8K and MATH using few-shot program-of-thought prompting, models are prompted to produce code to solve each problem:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the program-aided mathematical reasoning evaluation on GSM8K and MATH using few-shot program-of-thought prompting, models are prompted to produce","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the program-aided mathematical reasoning evaluation on GSM8K and MATH using few-shot program-of-thought prompting, models are prompted to produce code to solve each problem: a Python program.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the program-aided mathematical reasoning evaluation on GSM8K and MATH using few-shot program-of-thought prompting, models are prompted to produce a Python program."
GRPO,172,content_diff,a formal proof.,a formal proof.,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the informal-to-formal proving task from \citep{dsp_proof} requires the model to generate, given an informal statement, a formal counterpart of the statement, and an informal proof,","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", given an informal statement, a formal counterpart of the statement, and an informal proof, the informal-to-formal proving task requires the model to generate","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the informal-to-formal proving task from \citep{dsp_proof} requires the model to generate, given an informal statement, a formal counterpart of the statement, and an informal proof, a formal proof.","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", given an informal statement, a formal counterpart of the statement, and an informal proof, the informal-to-formal proving task requires the model to generate a formal proof."
GRPO,178,content_diff,Mistral 7B.,Mistral 7B.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B significantly outperforms the general model on the three reasoning and coding benchmarks,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the general model that DeepSeekMath-Base 7B significantly outperforms on the three reasoning and coding benchmarks is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B significantly outperforms the general model on the three reasoning and coding benchmarks, Mistral 7B.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the general model that DeepSeekMath-Base 7B significantly outperforms on the three reasoning and coding benchmarks is Mistral 7B."
GRPO,179,content_diff,English and Chinese.,English and Chinese.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the constructed mathematical instruction-tuning dataset covers problems in two languages:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the constructed mathematical instruction-tuning dataset covers problems in the two languages","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the constructed mathematical instruction-tuning dataset covers problems in two languages: English and Chinese.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the constructed mathematical instruction-tuning dataset covers problems in the two languages English and Chinese."
GRPO,181,content_diff,GSM8K and MATH problems,GSM8K and MATH problems,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors annotate the following problems with tool-integrated solutions:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the problems the authors annotate with tool-integrated solutions are","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors annotate the following problems with tool-integrated solutions: GSM8K and MATH problems","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the problems the authors annotate with tool-integrated solutions are GSM8K and MATH problems"
GRPO,193,content_diff,4,4,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", when evaluating models’ mathematical performance both without and with tool use, the authors evaluate them on quantitative reasoning benchmarks in English and Chinese:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", when evaluating models’ mathematical performance both without and with tool use, the number of quantitative reasoning benchmarks in English and Chinese is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", when evaluating models’ mathematical performance both without and with tool use, the authors evaluate them on quantitative reasoning benchmarks in English and Chinese: 4","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", when evaluating models’ mathematical performance both without and with tool use, the number of quantitative reasoning benchmarks in English and Chinese is 4"
GRPO,200,content_diff,PPO training.,PPO training.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the WizardMath series uses another training method, in addition to evolve-instruct, to improve mathematical reasoning in Mistral 7B and Llama-2 70B:","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the other training method the WizardMath series uses, in addition to evolve-instruct, to improve mathematical reasoning in Mistral 7B and Llama-2 70B is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the WizardMath series uses another training method, in addition to evolve-instruct, to improve mathematical reasoning in Mistral 7B and Llama-2 70B: PPO training.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the other training method the WizardMath series uses, in addition to evolve-instruct, to improve mathematical reasoning in Mistral 7B and Llama-2 70B is PPO training."
GRPO,208,content_diff,DeepSeek-LLM-Chat 67B.,DeepSeek-LLM-Chat 67B.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the other benchmarks, DeepSeekMath-Instruct 7B is described as being competitive with the prior state-of-the-art model, despite that model being 10 times larger,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the other benchmarks, the prior state-of-the-art model that DeepSeekMath-Instruct 7B is competitive with despite being 10 times larger is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the other benchmarks, DeepSeekMath-Instruct 7B is described as being competitive with the prior state-of-the-art model, despite that model being 10 times larger, DeepSeek-LLM-Chat 67B.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the other benchmarks, the prior state-of-the-art model that DeepSeekMath-Instruct 7B is competitive with despite being 10 times larger is DeepSeek-LLM-Chat 67B."
GRPO,211,content_diff,actor-critic,actor-critic,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the subsection on ""From PPO to GRPO"", Proximal Policy Optimization (PPO), which is widely used in the RL fine-tuning stage of LLMs, is a kind of reinforcement learning algorithm:","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the subsection on ""From PPO to GRPO"", Proximal Policy Optimization (PPO), which is widely used in the RL fine-tuning stage of LLMs, is a kind of","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the subsection on ""From PPO to GRPO"", Proximal Policy Optimization (PPO), which is widely used in the RL fine-tuning stage of LLMs, is a kind of reinforcement learning algorithm: actor-critic","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the subsection on ""From PPO to GRPO"", Proximal Policy Optimization (PPO), which is widely used in the RL fine-tuning stage of LLMs, is a kind of actor-critic"
GRPO,215,content_diff,clipping-related hyper-parameter.,clipping-related hyper-parameter.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in PPO, \varepsilon is described as a","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in PPO, $\varepsilon$ is described as a","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in PPO, \varepsilon is described as a clipping-related hyper-parameter.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in PPO, $\varepsilon$ is described as a clipping-related hyper-parameter."
GRPO,227,content_diff,$\pi_{\theta_{old}}$.,$\pi_{\theta_{old}}$.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", when GRPO is applied to a question $q$, it samples the group of outputs $\{o_1, o_2, \cdots, o_G\}$ from a policy,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", when GRPO is applied to a question $q$, it samples the group of outputs $\{o_1, o_2, \cdots, o_G\}$ from the old policy","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", when GRPO is applied to a question $q$, it samples the group of outputs $\{o_1, o_2, \cdots, o_G\}$ from a policy, $\pi_{\theta_{old}}$.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", when GRPO is applied to a question $q$, it samples the group of outputs $\{o_1, o_2, \cdots, o_G\}$ from the old policy $\pi_{\theta_{old}}$."
GRPO,244,content_diff,process supervision.,process supervision.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", following \cite{wang2023math}, the authors also explore a method that provides a reward at the end of each reasoning step,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", following \cite{wang2023math}, the method the authors also explore that provides a reward at the end of each reasoning step is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", following \cite{wang2023math}, the authors also explore a method that provides a reward at the end of each reasoning step, process supervision.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", following \cite{wang2023math}, the method the authors also explore that provides a reward at the end of each reasoning step is process supervision."
GRPO,259,content_diff,GSM8K.,GSM8K.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that the RL training data are chain-of-thought-format questions related to MATH and a benchmark from the SFT data,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the benchmark from the SFT data that is related to the chain-of-thought-format RL training data, besides MATH, is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that the RL training data are chain-of-thought-format questions related to MATH and a benchmark from the SFT data, GSM8K.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the benchmark from the SFT data that is related to the chain-of-thought-format RL training data, besides MATH, is GSM8K."
