row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
112,repair,poor_wording,"Repaired unsupported/misleading ""leading cause"" wording to the source-supported description as an important non-hereditary trigger.", 32%, 32%,"According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of non-hereditary triggers for pancreatopleural fistula, blunt abdominal injury was the leading cause in the 25-patient cohort analysed by Yang et al. It accounted for","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of non-hereditary triggers for pancreatopleural fistula, blunt abdominal injury was described as an important non-hereditary trigger in the 25-patient cohort analysed by Yang et al., comprising","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of non-hereditary triggers for pancreatopleural fistula, blunt abdominal injury was the leading cause in the 25-patient cohort analysed by Yang et al. It accounted for 32%","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of non-hereditary triggers for pancreatopleural fistula, blunt abdominal injury was described as an important non-hereditary trigger in the 25-patient cohort analysed by Yang et al., comprising 32%"
113,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", an important non-hereditary trigger, an important non-hereditary trigger.,"According to the case report ""Pancreatopleural fistula in childhood,"" in the discussion of paediatric pancreatopleural fistula, blunt abdominal injury is described as","According to the case report ""Pancreatopleural fistula in childhood,"" in the discussion of paediatric pancreatopleural fistula, blunt abdominal injury is described as","According to the case report ""Pancreatopleural fistula in childhood,"" in the discussion of paediatric pancreatopleural fistula, blunt abdominal injury is described as an important non-hereditary trigger.","According to the case report ""Pancreatopleural fistula in childhood,"" in the discussion of paediatric pancreatopleural fistula, blunt abdominal injury is described as an important non-hereditary trigger."
114,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", genetic or ductal variants, genetic or ductal variants.,"According to the case report ""Pancreatopleural fistula in childhood"", the discussion notes that idiopathic cases continue to appear, possibly because some variants are under-recognized, namely","According to the case report ""Pancreatopleural fistula in childhood"", the discussion notes that idiopathic cases continue to appear, possibly because some variants are under-recognized, namely","According to the case report ""Pancreatopleural fistula in childhood"", the discussion notes that idiopathic cases continue to appear, possibly because some variants are under-recognized, namely genetic or ductal variants.","According to the case report ""Pancreatopleural fistula in childhood"", the discussion notes that idiopathic cases continue to appear, possibly because some variants are under-recognized, namely genetic or ductal variants."
115,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", through natural diaphragmatic hiatuses, through natural diaphragmatic hiatuses,"According to the case report ""Pancreatopleural fistula in childhood"", the discussion explains how pancreatic fluid can travel from a disrupted pancreatic duct or pseudocyst to create a fistulous connection with the pleural cavity by tracking","According to the case report ""Pancreatopleural fistula in childhood"", the discussion explains how pancreatic fluid can travel from a disrupted pancreatic duct or pseudocyst to create a fistulous connection with the pleural cavity by tracking","According to the case report ""Pancreatopleural fistula in childhood"", the discussion explains how pancreatic fluid can travel from a disrupted pancreatic duct or pseudocyst to create a fistulous connection with the pleural cavity by tracking through natural diaphragmatic hiatuses","According to the case report ""Pancreatopleural fistula in childhood"", the discussion explains how pancreatic fluid can travel from a disrupted pancreatic duct or pseudocyst to create a fistulous connection with the pleural cavity by tracking through natural diaphragmatic hiatuses"
116,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", the aortic or oesophageal hiatus, the aortic or oesophageal hiatus,"According to the case report ""Pancreatopleural fistula in childhood"", pancreatic fluid can track from a disrupted pancreatic duct or pseudocyst through natural diaphragmatic hiatuses, usually","According to the case report ""Pancreatopleural fistula in childhood"", pancreatic fluid can track from a disrupted pancreatic duct or pseudocyst through natural diaphragmatic hiatuses, usually","According to the case report ""Pancreatopleural fistula in childhood"", pancreatic fluid can track from a disrupted pancreatic duct or pseudocyst through natural diaphragmatic hiatuses, usually the aortic or oesophageal hiatus","According to the case report ""Pancreatopleural fistula in childhood"", pancreatic fluid can track from a disrupted pancreatic duct or pseudocyst through natural diaphragmatic hiatuses, usually the aortic or oesophageal hiatus"
117,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", 68% cases, 68% cases,"According to the case report ""Pancreatopleural fistula in childhood"", the literature search identified 21 relevant reports. Predominant respiratory symptoms such as massive, recurrent unilateral or bilateral pleural effusions, dyspnoea, and cough were reported in","According to the case report ""Pancreatopleural fistula in childhood"", the literature search identified 21 relevant reports. Predominant respiratory symptoms such as massive, recurrent unilateral or bilateral pleural effusions, dyspnoea, and cough were reported in","According to the case report ""Pancreatopleural fistula in childhood"", the literature search identified 21 relevant reports. Predominant respiratory symptoms such as massive, recurrent unilateral or bilateral pleural effusions, dyspnoea, and cough were reported in 68% cases","According to the case report ""Pancreatopleural fistula in childhood"", the literature search identified 21 relevant reports. Predominant respiratory symptoms such as massive, recurrent unilateral or bilateral pleural effusions, dyspnoea, and cough were reported in 68% cases"
118,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", 21 relevant reports, 21 relevant reports,"According to the case report ""Pancreatopleural fistula in childhood"", the authors note that a literature search was performed in the discussion of this rare paediatric condition, where many cases had predominant respiratory symptoms such as massive, recurrent unilateral or bilateral pleural effusions, dyspnoea, and cough, and that search identified","According to the case report ""Pancreatopleural fistula in childhood"", the authors note that a literature search was performed in the discussion of this rare paediatric condition, where many cases had predominant respiratory symptoms such as massive, recurrent unilateral or bilateral pleural effusions, dyspnoea, and cough, and that search identified","According to the case report ""Pancreatopleural fistula in childhood"", the authors note that a literature search was performed in the discussion of this rare paediatric condition, where many cases had predominant respiratory symptoms such as massive, recurrent unilateral or bilateral pleural effusions, dyspnoea, and cough, and that search identified 21 relevant reports","According to the case report ""Pancreatopleural fistula in childhood"", the authors note that a literature search was performed in the discussion of this rare paediatric condition, where many cases had predominant respiratory symptoms such as massive, recurrent unilateral or bilateral pleural effusions, dyspnoea, and cough, and that search identified 21 relevant reports"
119,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", bulging left-sided chest, bulging left-sided chest,"According to the case report ""Pancreatopleural fistula in childhood,"" a previously reported 8-year-old boy by Zi Yin Shang in Frontiers in Paediatrics 2023 presented for 2 weeks with a single chest finding, which was","According to the case report ""Pancreatopleural fistula in childhood,"" a previously reported 8-year-old boy by Zi Yin Shang in Frontiers in Paediatrics 2023 presented for 2 weeks with a single chest finding, which was","According to the case report ""Pancreatopleural fistula in childhood,"" a previously reported 8-year-old boy by Zi Yin Shang in Frontiers in Paediatrics 2023 presented for 2 weeks with a single chest finding, which was bulging left-sided chest","According to the case report ""Pancreatopleural fistula in childhood,"" a previously reported 8-year-old boy by Zi Yin Shang in Frontiers in Paediatrics 2023 presented for 2 weeks with a single chest finding, which was bulging left-sided chest"
120,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", 2 weeks, 2 weeks,"According to the case report ""Pancreatopleural fistula in childhood"", another published case by Zi Yin Shang in Frontiers in Paediatrics 2023 described an 8-year-old boy with pancreatopleural fistula who presented only with a bulging left-sided chest that had been present for","According to the case report ""Pancreatopleural fistula in childhood"", another published case by Zi Yin Shang in Frontiers in Paediatrics 2023 described an 8-year-old boy with pancreatopleural fistula who presented only with a bulging left-sided chest that had been present for","According to the case report ""Pancreatopleural fistula in childhood"", another published case by Zi Yin Shang in Frontiers in Paediatrics 2023 described an 8-year-old boy with pancreatopleural fistula who presented only with a bulging left-sided chest that had been present for 2 weeks","According to the case report ""Pancreatopleural fistula in childhood"", another published case by Zi Yin Shang in Frontiers in Paediatrics 2023 described an 8-year-old boy with pancreatopleural fistula who presented only with a bulging left-sided chest that had been present for 2 weeks"
121,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", developed progressively, developed progressively,"According to the case report ""Pancreatopleural fistula in childhood"", the boy’s pleural effusion was thought to have developed after his abdominal trauma and likely","According to the case report ""Pancreatopleural fistula in childhood"", the boy’s pleural effusion was thought to have developed after his abdominal trauma and likely","According to the case report ""Pancreatopleural fistula in childhood"", the boy’s pleural effusion was thought to have developed after his abdominal trauma and likely developed progressively","According to the case report ""Pancreatopleural fistula in childhood"", the boy’s pleural effusion was thought to have developed after his abdominal trauma and likely developed progressively"
122,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", Compensatory respiratory function of the unaffected lung, Compensatory respiratory function of the unaffected lung,"According to the case report ""Pancreatopleural fistula in childhood"", after the pleural effusion developed the patient gradually adapted and did not develop typical respiratory symptoms such as cough or dyspnoea because of","According to the case report ""Pancreatopleural fistula in childhood"", after the pleural effusion developed the patient gradually adapted and did not develop typical respiratory symptoms such as cough or dyspnoea because of","According to the case report ""Pancreatopleural fistula in childhood"", after the pleural effusion developed the patient gradually adapted and did not develop typical respiratory symptoms such as cough or dyspnoea because of Compensatory respiratory function of the unaffected lung","According to the case report ""Pancreatopleural fistula in childhood"", after the pleural effusion developed the patient gradually adapted and did not develop typical respiratory symptoms such as cough or dyspnoea because of Compensatory respiratory function of the unaffected lung"
123,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", bullying at school, bullying at school.,"According to the case report ""Pancreatopleural fistula in childhood"", the child later admitted that he had concealed the history of blunt abdominal trauma because of","According to the case report ""Pancreatopleural fistula in childhood"", the child later admitted that he had concealed the history of blunt abdominal trauma because of","According to the case report ""Pancreatopleural fistula in childhood"", the child later admitted that he had concealed the history of blunt abdominal trauma because of bullying at school.","According to the case report ""Pancreatopleural fistula in childhood"", the child later admitted that he had concealed the history of blunt abdominal trauma because of bullying at school."
124,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", tuberculosis and cancer-related tests, tuberculosis and cancer-related tests,"According to the case report ""Pancreatopleural fistula in childhood"", when this child was evaluated for haemorrhagic pleural effusion, he was worked up on","According to the case report ""Pancreatopleural fistula in childhood"", when this child was evaluated for haemorrhagic pleural effusion, he was worked up on","According to the case report ""Pancreatopleural fistula in childhood"", when this child was evaluated for haemorrhagic pleural effusion, he was worked up on tuberculosis and cancer-related tests","According to the case report ""Pancreatopleural fistula in childhood"", when this child was evaluated for haemorrhagic pleural effusion, he was worked up on tuberculosis and cancer-related tests"
125,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", haemorrhagic pleural effusion, haemorrhagic pleural effusion,"According to the case report ""Pancreatopleural fistula in childhood"", the child was evaluated with tuberculosis and cancer-related tests for","According to the case report ""Pancreatopleural fistula in childhood"", the child was evaluated with tuberculosis and cancer-related tests for","According to the case report ""Pancreatopleural fistula in childhood"", the child was evaluated with tuberculosis and cancer-related tests for haemorrhagic pleural effusion","According to the case report ""Pancreatopleural fistula in childhood"", the child was evaluated with tuberculosis and cancer-related tests for haemorrhagic pleural effusion"
126,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", chest pain and recurrent right-sided pleural fluid collections., chest pain and recurrent right-sided pleural fluid collections.,"According to the case report ""Pancreatopleural fistula in childhood"", the child had recurrent pulmonary symptoms during the illness, including repeated right-sided pleural fluid collections, and the recurrent pulmonary presentation also included","According to the case report ""Pancreatopleural fistula in childhood"", the child had recurrent pulmonary symptoms during the illness, including repeated right-sided pleural fluid collections, and the recurrent pulmonary presentation also included","According to the case report ""Pancreatopleural fistula in childhood"", the child had recurrent pulmonary symptoms during the illness, including repeated right-sided pleural fluid collections, and the recurrent pulmonary presentation also included chest pain and recurrent right-sided pleural fluid collections.","According to the case report ""Pancreatopleural fistula in childhood"", the child had recurrent pulmonary symptoms during the illness, including repeated right-sided pleural fluid collections, and the recurrent pulmonary presentation also included chest pain and recurrent right-sided pleural fluid collections."
127,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", the pancreatic duct or the pancreatic pseudocyst, the pancreatic duct or the pancreatic pseudocyst,"In the case report ""Pancreatopleural fistula in childhood"", pancreatopleural fistula is reported to involve rupture of","In the case report ""Pancreatopleural fistula in childhood"", pancreatopleural fistula is reported to involve rupture of","In the case report ""Pancreatopleural fistula in childhood"", pancreatopleural fistula is reported to involve rupture of the pancreatic duct or the pancreatic pseudocyst","In the case report ""Pancreatopleural fistula in childhood"", pancreatopleural fistula is reported to involve rupture of the pancreatic duct or the pancreatic pseudocyst"
128,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed."," the abdominal cavity, resulting in ascites."," the abdominal cavity, resulting in ascites.","According to the case report ""Pancreatopleural fistula in childhood"", when rupture occurs in the anterior part of the pancreas, the pancreatic fluid will leak into","According to the case report ""Pancreatopleural fistula in childhood"", when rupture occurs in the anterior part of the pancreas, the pancreatic fluid will leak into","According to the case report ""Pancreatopleural fistula in childhood"", when rupture occurs in the anterior part of the pancreas, the pancreatic fluid will leak into the abdominal cavity, resulting in ascites.","According to the case report ""Pancreatopleural fistula in childhood"", when rupture occurs in the anterior part of the pancreas, the pancreatic fluid will leak into the abdominal cavity, resulting in ascites."
129,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", retroperitoneal space, retroperitoneal space,"In the case report ""Pancreatopleural fistula in childhood,"" a rupture in the posterior part of the pancreas caused pancreatic fluid to first leak into the","In the case report ""Pancreatopleural fistula in childhood,"" a rupture in the posterior part of the pancreas caused pancreatic fluid to first leak into the","In the case report ""Pancreatopleural fistula in childhood,"" a rupture in the posterior part of the pancreas caused pancreatic fluid to first leak into the retroperitoneal space","In the case report ""Pancreatopleural fistula in childhood,"" a rupture in the posterior part of the pancreas caused pancreatic fluid to first leak into the retroperitoneal space"
130,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", through the aorta or oesophageal hiatus, through the aorta or oesophageal hiatus,"According to the case report ""Pancreatopleural fistula in childhood"", the authors explain that when a rupture occurs in the posterior part of the pancreas, pancreatic fluid leaks into the retroperitoneal space, enters the mediastinum","According to the case report ""Pancreatopleural fistula in childhood"", the authors explain that when a rupture occurs in the posterior part of the pancreas, pancreatic fluid leaks into the retroperitoneal space, enters the mediastinum","According to the case report ""Pancreatopleural fistula in childhood"", the authors explain that when a rupture occurs in the posterior part of the pancreas, pancreatic fluid leaks into the retroperitoneal space, enters the mediastinum through the aorta or oesophageal hiatus","According to the case report ""Pancreatopleural fistula in childhood"", the authors explain that when a rupture occurs in the posterior part of the pancreas, pancreatic fluid leaks into the retroperitoneal space, enters the mediastinum through the aorta or oesophageal hiatus"
131,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", pancreatic secretions, pancreatic secretions.,"According to the case report ""Pancreatopleural fistula in childhood"", an internal pancreatic fistula acts like a leaky pipe, diverting","According to the case report ""Pancreatopleural fistula in childhood"", an internal pancreatic fistula acts like a leaky pipe, diverting","According to the case report ""Pancreatopleural fistula in childhood"", an internal pancreatic fistula acts like a leaky pipe, diverting pancreatic secretions.","According to the case report ""Pancreatopleural fistula in childhood"", an internal pancreatic fistula acts like a leaky pipe, diverting pancreatic secretions."
132,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", a leaky pipe, a leaky pipe.,"According to the case report ""Pancreatopleural fistula in childhood"", an internal pancreatic fistula acts like","According to the case report ""Pancreatopleural fistula in childhood"", an internal pancreatic fistula acts like","According to the case report ""Pancreatopleural fistula in childhood"", an internal pancreatic fistula acts like a leaky pipe.","According to the case report ""Pancreatopleural fistula in childhood"", an internal pancreatic fistula acts like a leaky pipe."
133,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", 113 cases, 113 cases.,"According to the case report ""Pancreatopleural fistula in childhood"", the discussion mentions that in a single-country review by Uchiyama et al. of Japanese literature, they documented","According to the case report ""Pancreatopleural fistula in childhood"", the discussion mentions that in a single-country review by Uchiyama et al. of Japanese literature, they documented","According to the case report ""Pancreatopleural fistula in childhood"", the discussion mentions that in a single-country review by Uchiyama et al. of Japanese literature, they documented 113 cases.","According to the case report ""Pancreatopleural fistula in childhood"", the discussion mentions that in a single-country review by Uchiyama et al. of Japanese literature, they documented 113 cases."
134,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", 99% of cases were related to chronic alcoholic pancreatitis, 99% of cases were related to chronic alcoholic pancreatitis,"According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, the landmark study reported that","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, the landmark study reported that","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, the landmark study reported that 99% of cases were related to chronic alcoholic pancreatitis","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of adult pancreatopleural fistula cases, the landmark study reported that 99% of cases were related to chronic alcoholic pancreatitis"
135,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", 68% of patients., 68% of patients.,"According to the case report ""Pancreatopleural fistula in childhood"", the discussion mentions a landmark study in which 99% of cases were related to chronic alcoholic pancreatitis, and chest symptoms predominated in","According to the case report ""Pancreatopleural fistula in childhood"", the discussion mentions a landmark study in which 99% of cases were related to chronic alcoholic pancreatitis, and chest symptoms predominated in","According to the case report ""Pancreatopleural fistula in childhood"", the discussion mentions a landmark study in which 99% of cases were related to chronic alcoholic pancreatitis, and chest symptoms predominated in 68% of patients.","According to the case report ""Pancreatopleural fistula in childhood"", the discussion mentions a landmark study in which 99% of cases were related to chronic alcoholic pancreatitis, and chest symptoms predominated in 68% of patients."
136,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", genetic causes predominate in the causation of chronic pancreatitis., genetic causes predominate in the causation of chronic pancreatitis.,"According to the case report ""Pancreatopleural fistula in childhood"", in children,","According to the case report ""Pancreatopleural fistula in childhood"", in children,","According to the case report ""Pancreatopleural fistula in childhood"", in children, genetic causes predominate in the causation of chronic pancreatitis.","According to the case report ""Pancreatopleural fistula in childhood"", in children, genetic causes predominate in the causation of chronic pancreatitis."
137,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", a thorough family history should be conducted, a thorough family history should be conducted,"According to the case report ""Pancreatopleural fistula in childhood"", if paediatric pancreatitis recurs or appears to be chronic,","According to the case report ""Pancreatopleural fistula in childhood"", if paediatric pancreatitis recurs or appears to be chronic,","According to the case report ""Pancreatopleural fistula in childhood"", if paediatric pancreatitis recurs or appears to be chronic, a thorough family history should be conducted","According to the case report ""Pancreatopleural fistula in childhood"", if paediatric pancreatitis recurs or appears to be chronic, a thorough family history should be conducted"
138,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", extensive pulmonary workup, extensive pulmonary workup,"In the case report ""Pancreatopleural fistula in childhood"", the authors note that diagnosis is often delayed because most of these cases are initially evaluated for a different cause of their chest symptoms and, before the pancreatic origin is suspected, most undergo","In the case report ""Pancreatopleural fistula in childhood"", the authors note that diagnosis is often delayed because most of these cases are initially evaluated for a different cause of their chest symptoms and, before the pancreatic origin is suspected, most undergo","In the case report ""Pancreatopleural fistula in childhood"", the authors note that diagnosis is often delayed because most of these cases are initially evaluated for a different cause of their chest symptoms and, before the pancreatic origin is suspected, most undergo extensive pulmonary workup","In the case report ""Pancreatopleural fistula in childhood"", the authors note that diagnosis is often delayed because most of these cases are initially evaluated for a different cause of their chest symptoms and, before the pancreatic origin is suspected, most undergo extensive pulmonary workup"
139,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", pancreatic origin of the disease is suspected., pancreatic origin of the disease is suspected.,"According to the case report ""Pancreatopleural fistula in childhood,"" the authors explain that diagnosis is often delayed because these children undergo extensive pulmonary workup first, before","According to the case report ""Pancreatopleural fistula in childhood,"" the authors explain that diagnosis is often delayed because these children undergo extensive pulmonary workup first, before","According to the case report ""Pancreatopleural fistula in childhood,"" the authors explain that diagnosis is often delayed because these children undergo extensive pulmonary workup first, before pancreatic origin of the disease is suspected.","According to the case report ""Pancreatopleural fistula in childhood,"" the authors explain that diagnosis is often delayed because these children undergo extensive pulmonary workup first, before pancreatic origin of the disease is suspected."
140,repair,source_framing_issue,Added missing case-report framing while preserving the same differential-diagnosis fact., oesophageal perforation, oesophageal perforation,"In a child being evaluated for elevated pleural fluid amylase, a gastrointestinal condition that should be excluded because it can also produce this laboratory finding is","According to the case report ""Pancreatopleural fistula in childhood"", in a child being evaluated for elevated pleural fluid amylase, a gastrointestinal condition that should be excluded because it can also produce this laboratory finding is","In a child being evaluated for elevated pleural fluid amylase, a gastrointestinal condition that should be excluded because it can also produce this laboratory finding is oesophageal perforation","According to the case report ""Pancreatopleural fistula in childhood"", in a child being evaluated for elevated pleural fluid amylase, a gastrointestinal condition that should be excluded because it can also produce this laboratory finding is oesophageal perforation"
141,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", malignant tumours of the lung or pancreas, malignant tumours of the lung or pancreas,"According to the case report ""Pancreatopleural fistula in childhood"", in a child with recurrent blood-stained pleural effusion and elevated pleural fluid amylase, alternative causes must be excluded, including","According to the case report ""Pancreatopleural fistula in childhood"", in a child with recurrent blood-stained pleural effusion and elevated pleural fluid amylase, alternative causes must be excluded, including","According to the case report ""Pancreatopleural fistula in childhood"", in a child with recurrent blood-stained pleural effusion and elevated pleural fluid amylase, alternative causes must be excluded, including malignant tumours of the lung or pancreas","According to the case report ""Pancreatopleural fistula in childhood"", in a child with recurrent blood-stained pleural effusion and elevated pleural fluid amylase, alternative causes must be excluded, including malignant tumours of the lung or pancreas"
142,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", Pleural fluid amylase typing, Pleural fluid amylase typing,"According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of diagnosing a suspected pancreatopleural fistula (PPF), a test that can also be part of the diagnostic workup is","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of diagnosing a suspected pancreatopleural fistula (PPF), a test that can also be part of the diagnostic workup is","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of diagnosing a suspected pancreatopleural fistula (PPF), a test that can also be part of the diagnostic workup is Pleural fluid amylase typing","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of diagnosing a suspected pancreatopleural fistula (PPF), a test that can also be part of the diagnostic workup is Pleural fluid amylase typing"
143,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", pseudocysts, pseudocysts.,"According to the case report ""Pancreatopleural fistula in childhood"", when discussing imaging for pancreatopleural fistula, CT reliably shows pancreatic calcifications and","According to the case report ""Pancreatopleural fistula in childhood"", when discussing imaging for pancreatopleural fistula, CT reliably shows pancreatic calcifications and","According to the case report ""Pancreatopleural fistula in childhood"", when discussing imaging for pancreatopleural fistula, CT reliably shows pancreatic calcifications and pseudocysts.","According to the case report ""Pancreatopleural fistula in childhood"", when discussing imaging for pancreatopleural fistula, CT reliably shows pancreatic calcifications and pseudocysts."
144,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", Endoscopic cholangiopancreatography (ERCP), Endoscopic cholangiopancreatography (ERCP).,"According to the case report ""Pancreatopleural fistula in childhood,"" in the discussion of diagnosing and managing pancreatopleural fistula, the procedure that remains the gold standard for therapeutic planning is","According to the case report ""Pancreatopleural fistula in childhood,"" in the discussion of diagnosing and managing pancreatopleural fistula, the procedure that remains the gold standard for therapeutic planning is","According to the case report ""Pancreatopleural fistula in childhood,"" in the discussion of diagnosing and managing pancreatopleural fistula, the procedure that remains the gold standard for therapeutic planning is Endoscopic cholangiopancreatography (ERCP).","According to the case report ""Pancreatopleural fistula in childhood,"" in the discussion of diagnosing and managing pancreatopleural fistula, the procedure that remains the gold standard for therapeutic planning is Endoscopic cholangiopancreatography (ERCP)."
145,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", there are no standardised guidelines for its treatment., there are no standardised guidelines for its treatment.,"According to the case report ""Pancreatopleural fistula in childhood"", due to the rarity of occurrence of pancreatopleural fistula (PPF),","According to the case report ""Pancreatopleural fistula in childhood"", due to the rarity of occurrence of pancreatopleural fistula (PPF),","According to the case report ""Pancreatopleural fistula in childhood"", due to the rarity of occurrence of pancreatopleural fistula (PPF), there are no standardised guidelines for its treatment.","According to the case report ""Pancreatopleural fistula in childhood"", due to the rarity of occurrence of pancreatopleural fistula (PPF), there are no standardised guidelines for its treatment."
146,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", medical management is recommended initially., medical management is recommended initially.,"According to the case report ""Pancreatopleural fistula in childhood"", when there is no anomaly of the pancreatic duct,","According to the case report ""Pancreatopleural fistula in childhood"", when there is no anomaly of the pancreatic duct,","According to the case report ""Pancreatopleural fistula in childhood"", when there is no anomaly of the pancreatic duct, medical management is recommended initially.","According to the case report ""Pancreatopleural fistula in childhood"", when there is no anomaly of the pancreatic duct, medical management is recommended initially."
147,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", exocrine function, exocrine function,"According to the case report ""Pancreatopleural fistula in childhood"", during the conservative management of pancreatopleural fistula, Octreotide administration suppresses","According to the case report ""Pancreatopleural fistula in childhood"", during the conservative management of pancreatopleural fistula, Octreotide administration suppresses","According to the case report ""Pancreatopleural fistula in childhood"", during the conservative management of pancreatopleural fistula, Octreotide administration suppresses exocrine function","According to the case report ""Pancreatopleural fistula in childhood"", during the conservative management of pancreatopleural fistula, Octreotide administration suppresses exocrine function"
148,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", presence of ductal stenosis, presence of ductal stenosis,"According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of treatment options for pancreatopleural fistula, an endoscopic approach can be used initially by placing a stent or balloon dilatation in the","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of treatment options for pancreatopleural fistula, an endoscopic approach can be used initially by placing a stent or balloon dilatation in the","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of treatment options for pancreatopleural fistula, an endoscopic approach can be used initially by placing a stent or balloon dilatation in the presence of ductal stenosis","According to the case report ""Pancreatopleural fistula in childhood"", in the discussion of treatment options for pancreatopleural fistula, an endoscopic approach can be used initially by placing a stent or balloon dilatation in the presence of ductal stenosis"
149,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", a stent or balloon dilatation, a stent or balloon dilatation,"According to the case report ""Pancreatopleural fistula in childhood"", when discussing treatment options for pancreatopleural fistula, if ductal stenosis is present during an endoscopic approach, the initial option may be","According to the case report ""Pancreatopleural fistula in childhood"", when discussing treatment options for pancreatopleural fistula, if ductal stenosis is present during an endoscopic approach, the initial option may be","According to the case report ""Pancreatopleural fistula in childhood"", when discussing treatment options for pancreatopleural fistula, if ductal stenosis is present during an endoscopic approach, the initial option may be a stent or balloon dilatation","According to the case report ""Pancreatopleural fistula in childhood"", when discussing treatment options for pancreatopleural fistula, if ductal stenosis is present during an endoscopic approach, the initial option may be a stent or balloon dilatation"
150,keep,,"Source-backed, meaningful target with acceptable medical case-report framing; no v13 repair needed.", 48% of patients, 48% of patients,"According to the case report ""Pancreatopleural fistula in childhood"", endoscopic intervention is generally known to result in fistula closure within 2–3 weeks in","According to the case report ""Pancreatopleural fistula in childhood"", endoscopic intervention is generally known to result in fistula closure within 2–3 weeks in","According to the case report ""Pancreatopleural fistula in childhood"", endoscopic intervention is generally known to result in fistula closure within 2–3 weeks in 48% of patients","According to the case report ""Pancreatopleural fistula in childhood"", endoscopic intervention is generally known to result in fistula closure within 2–3 weeks in 48% of patients"
