review_id,domain_group,document,mcqa_row_index,v13_original_row_index,v13_source_row_index,input_hash,question,answer,target,contextualized_question,raw_response
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/0,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,0,7,2,4a4ed11077d3cad02d3730f5521212c3335fb733e1b7a93315bcb7554580eb39,"Given his stated risk-factor profile, what was the rationale for planning gastroscopy and colonoscopy despite reassuring baseline surveillance?",high malignancy risk,high malignancy risk,"In the case report 'Dermatomyositis masquerading as angioedema: a crucial differential not to overlook', what was the reasoning behind the decision to plan gastroscopy and colonoscopy for the patient, considering his risk-factor profile?","{
  ""contextualized_question"": ""In the case report 'Dermatomyositis masquerading as angioedema: a crucial differential not to overlook', what was the reasoning behind the decision to plan gastroscopy and colonoscopy for the patient, considering his risk-factor profile?"",
  ""notes"": ""The question is designed to elicit the rationale for the medical procedures based on the patient's risk factors without directly referencing the answer.""
}"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/1,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,1,6,1,0466ae0467e9df9b93fc0419935210d9779be182ee958360c529699cc6c4cb7b,"After no structural or infective cause was found and the angioedema profile was judged atypical, which two early working diagnoses lost support?",Ludwig’s angina and angioedema,Ludwig’s angina and angioedema,"In the case report 'Dermatomyositis masquerading as angioedema: a crucial differential not to overlook', which two early working diagnoses were deemed less convincing after the investigation revealed no structural or infective causes and an atypical angioedema profile?","{
  ""contextualized_question"": ""In the case report 'Dermatomyositis masquerading as angioedema: a crucial differential not to overlook', which two early working diagnoses were deemed less convincing after the investigation revealed no structural or infective causes and an atypical angioedema profile?"",
  ""notes"": ""The question is designed to assess understanding of the case report's findings regarding the differential diagnoses in a patient with atypical angioedema.""
}"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/2,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,2,10,3,cbd5301294af47a9438ac66f77db74ba556b1e48e556462febe0004f3ba5b9c2,"Combining the inpatient stay and the extra time after discharge, about how long from admission did nasogastric feeding remain necessary?",about 11 weeks,about 11 weeks,"In the case report 'Dermatomyositis masquerading as angioedema: a crucial differential not to overlook', what was the total duration for which nasogastric feeding was necessary from the time of admission, including both the inpatient stay and the additional time after discharge?","{
  ""contextualized_question"": ""In the case report 'Dermatomyositis masquerading as angioedema: a crucial differential not to overlook', what was the total duration for which nasogastric feeding was necessary from the time of admission, including both the inpatient stay and the additional time after discharge?"",
  ""notes"": ""The question is designed to assess understanding of the timeline related to nasogastric feeding as described in the document.""
}"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/3,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,3,3,0,d87c076071e88ac366d2218e481b8433532fa6ad67771de85c91437f0913a526,"Based on the follow-up timeline, which major manifestation resolved last?",dysphagia,dysphagia,"In the case report 'Dermatomyositis masquerading as angioedema: a crucial differential not to overlook', which major manifestation was noted to have resolved last according to the follow-up timeline?","{
  ""contextualized_question"": ""In the case report 'Dermatomyositis masquerading as angioedema: a crucial differential not to overlook', which major manifestation was noted to have resolved last according to the follow-up timeline?"",
  ""notes"": ""The question is designed to assess understanding of the timeline of symptom resolution in the context of the specified medical case report.""
}"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/0,medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,0,3,2,e185152cc11bd73fb006344cb6c97c13a8707ec35109ab8f1df987db3d68ec55,"When TMA was shown on smear and kidney biopsy, while both TTP and STEC-HUS were ruled out, which final diagnosis was most supported?",CM-HUS,CM-HUS,"In the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what was the final diagnosis most supported when TMA was identified on smear and kidney biopsy, and both TTP and STEC-HUS were excluded?","{
  ""contextualized_question"": ""In the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what was the final diagnosis most supported when TMA was identified on smear and kidney biopsy, and both TTP and STEC-HUS were excluded?"",
  ""notes"": ""The question is designed to assess understanding of the final diagnosis in the context of the specified medical case report.""
}"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/1,medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,1,19,5,0e528d3ab687bdefd65b8b1086da344d41bee496e06ab24f7c22f286bfff206e,What risk was reduced by waiting for blood cultures to become negative before starting eculizumab?,uncontrolled infection,uncontrolled infection,"In the context of the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what risk was mitigated by delaying the initiation of eculizumab until blood cultures were confirmed negative?","{
  ""contextualized_question"": ""In the context of the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what risk was mitigated by delaying the initiation of eculizumab until blood cultures were confirmed negative?"",
  ""notes"": ""The question is designed to assess understanding of the implications of timing in treatment related to infection risks as discussed in the document.""
}"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/2,medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,2,4,3,f55b4ff0119d0ca6e4ed1b3bbc7556af752f5a64e621138ffabdc467ac4cd99c,"After corticosteroids failed and the repeat DAT was negative, what explanation best fit the patient’s haemolysis?",MAHA suggestive of TMA,MAHA suggestive of TMA,"In the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what explanation is provided for the patient's haemolysis after corticosteroids were ineffective and the repeat direct antiglobulin test was negative?","{
  ""contextualized_question"": ""In the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what explanation is provided for the patient's haemolysis after corticosteroids were ineffective and the repeat direct antiglobulin test was negative?"",
  ""notes"": ""The question is designed to elicit the specific explanation for the patient's condition as discussed in the document, without revealing the answer directly.""
}"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/3,medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,3,16,4,63878e031610a77dfc3c85341e124142747c35f8661d16c4aae1a8ac542fa6b5,Which treatment produced the sustained recovery rather than only transient stabilisation?,complement blockade,complement blockade,"In the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what treatment was identified as leading to sustained recovery instead of just temporary stabilization?","{
  ""contextualized_question"": ""In the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what treatment was identified as leading to sustained recovery instead of just temporary stabilization?"",
  ""notes"": ""The question is designed to elicit the specific treatment that resulted in lasting recovery, as discussed in the context of the case report.""
}"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/4,medical,From_dog_bite_to_dialysis_complementmediated_haemolytic_urae,4,2,1,d55213896c23e94a1147e3029d12ba08bd26e773c405e0ff54f4c4c04b320892,"Because no pathogenic complement gene variants were found, what future management option remains possible if renal function stabilises?",eculizumab discontinuation,eculizumab discontinuation,"In the context of the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what future management option is considered if the patient's renal function stabilises, given that no pathogenic complement gene variants were identified?","{
  ""contextualized_question"": ""In the context of the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', what future management option is considered if the patient's renal function stabilises, given that no pathogenic complement gene variants were identified?"",
  ""notes"": ""The question is designed to assess understanding of future management options in the absence of pathogenic gene variants, as discussed in the specified case report.""
}"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/0,medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,0,0,0,175de35bda2c0d892d43991e688abbc531698d7f49734e65a6282151876212a3,"Combining the negative serologies with the absence of rash, synovitis, sicca, and oral ulcers, what competing cause of her myopathy became less likely?",connective tissue disease,connective tissue disease,"In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', what competing cause of myopathy was deemed less likely due to the combination of negative serologies and the absence of specific clinical features?","{
  ""contextualized_question"": ""In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', what competing cause of myopathy was deemed less likely due to the combination of negative serologies and the absence of specific clinical features?"",
  ""notes"": ""The question is designed to assess understanding of the implications of clinical findings in relation to potential diagnoses as discussed in the specified case report.""
}"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/1,medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,1,7,3,9bb6b2c159835ed6a60462655d3f4b986c2ff78ed302e9e4cbd86ed3f1e7d086,"Using the statin analogy provided in the background, what kind of process is supported by months of rising CK after semaglutide stopped followed by CK improvement after immunosuppression?",autoimmune myopathy,autoimmune myopathy,"In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', what type of condition is indicated by the prolonged elevation of CK levels after discontinuation of semaglutide, followed by improvement with immunosuppressive therapy?","{
  ""contextualized_question"": ""In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', what type of condition is indicated by the prolonged elevation of CK levels after discontinuation of semaglutide, followed by improvement with immunosuppressive therapy?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between CK levels, drug cessation, and the implications for diagnosis in the context of the specified case report.""
}"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/2,medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,2,6,2,84961ee6f443d79e239a5a78cc5ea8ab423496b6bf1f71f1c8dd93ccef0c9d3b,What consequence of re-exposure made a semaglutide rechallenge inappropriate?,repeat severe reaction,repeat severe reaction,"In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', what was the reason that made re-exposure to semaglutide unethical?","{
  ""contextualized_question"": ""In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', what was the reason that made re-exposure to semaglutide unethical?"",
  ""notes"": ""The question is designed to elicit the specific consequence of re-exposure without directly referencing the answer.""
}"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/3,medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,3,9,4,e2be935fa4ebe8c145e936d86804ac0475978af3c13a075b8712171d16db7b01,"With a negative myositis antibody panel but biopsy findings consistent with IMNM, what subtype within the report’s framework fits her case?",seronegative IMNM,seronegative IMNM,"In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', how is a case characterized by a negative myositis antibody panel but biopsy findings consistent with IMNM classified?","{
  ""contextualized_question"": ""In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', how is a case characterized by a negative myositis antibody panel but biopsy findings consistent with IMNM classified?"",
  ""notes"": ""The question is designed to assess understanding of the classification of immune-mediated necrotising myopathy (IMNM) in cases where serological tests are negative, as discussed in the specified report.""
}"
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/4,medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,4,10,5,88c8b458a8477f0c209aa2dc5c6c9a656b7008921e77bdd2f938781a5f27f653,"If a normal CK had been documented before semaglutide, which alternative explanation would have become less plausible?",smouldering autoimmune IMNM,smouldering autoimmune IMNM,"In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', what alternative explanation would have been less plausible if a normal CK had been documented prior to the initiation of semaglutide?","{
  ""contextualized_question"": ""In the context of the case report 'Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?', what alternative explanation would have been less plausible if a normal CK had been documented prior to the initiation of semaglutide?"",
  ""notes"": ""The question is designed to assess understanding of the implications of CK measurements in relation to autoimmune conditions as discussed in the specified case report.""
}"
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s/0,medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,0,7,3,1b661dfe5066cf3c3a763bea44f7e34a4fbcf35f3163831d3e1f9a9f7d3a35a3,What operative extent was chosen because the upper mass carried acute pedicle-related risk but removing the caudal mass would increase obstetric risk?,upper myomectomy only,upper myomectomy only,"In the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', what was the chosen surgical approach due to the risks associated with the upper mass and the potential obstetric risks of removing the caudal mass?","{
  ""contextualized_question"": ""In the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', what was the chosen surgical approach due to the risks associated with the upper mass and the potential obstetric risks of removing the caudal mass?"",
  ""notes"": ""The question is designed to elicit the specific surgical decision made in the context of the case report, without revealing the answer directly.""
}"
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s/1,medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,1,5,1,9356d54b2dd8d75fad8b30acd4e72c42745df032eceeaf27758f07018fc0707c,"By leaving the caudal mass in place during pregnancy, what later delivery consequence became necessary because of its pelvic position?",elective caesarean,elective caesarean,"In the context of the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', what surgical delivery method became necessary due to the pelvic position of the caudal mass left in place during pregnancy?","{
  ""contextualized_question"": ""In the context of the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', what surgical delivery method became necessary due to the pelvic position of the caudal mass left in place during pregnancy?"",
  ""notes"": ""The question is designed to assess understanding of the implications of leaving the caudal mass in situ during pregnancy as discussed in the specified document.""
}"
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s/2,medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,2,1,0,ed76d5373e0097b2ba419d02ced600183762b4de29e1f04a7e2b6d44a9ffe9b3,"After ultrasound left the masses' origin uncertain, what imaging choice best balanced better diagnostic accuracy with pregnancy safety?",non-enhanced MRI,non-enhanced MRI,"In the context of the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', which imaging modality was recommended after ultrasound failed to clarify the origin of the masses while ensuring safety for the patient during pregnancy?","{
  ""contextualized_question"": ""In the context of the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', which imaging modality was recommended after ultrasound failed to clarify the origin of the masses while ensuring safety for the patient during pregnancy?"",
  ""notes"": ""The question is designed to assess understanding of imaging choices in a specific medical scenario, focusing on balancing diagnostic accuracy and safety during pregnancy.""
}"
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s/3,medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,3,6,2,d22ebb2c9ef87a1371dad1b756bfba2d7a5afc831d0a196d2242afcfb582d457,What lesion-related process most likely explained the patient's fever during admission?,ischaemic necrosis,ischaemic necrosis,"In the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', what lesion-related process is identified as the likely cause of the patient's fever during their hospital admission?","{
  ""contextualized_question"": ""In the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', what lesion-related process is identified as the likely cause of the patient's fever during their hospital admission?"",
  ""notes"": ""The question is designed to assess understanding of the medical case and the specific pathological findings related to the patient's condition.""
}"
medical/Management_of_atypical_complicated_abdominal_masses_in_the_s/4,medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,4,8,4,fbb707db396668ea49492708c833b860f0431e10ce51e5e54ee14cae35b9940e,Which stated indication for myomectomy was actually confirmed during surgery in this patient?,torsion of pedunculated myoma,torsion of pedunculated myoma,"In the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', what was the confirmed indication for myomectomy during the surgical procedure?","{
  ""contextualized_question"": ""In the case report 'Management of atypical complicated abdominal masses in the second trimester of pregnancy', what was the confirmed indication for myomectomy during the surgical procedure?"",
  ""notes"": ""This question is designed to assess understanding of the specific surgical findings reported in the document.""
}"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/0,medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,0,0,0,7a5b8f4b58742d6835703c3b3891dae8a5e8e0c46f257940b1e9f9673b7944b7,What does the combination of a normal macroscopic endoscopy and an abnormal duodenal biopsy imply about gross endoscopy alone in this case?,did not exclude malabsorption,did not exclude malabsorption,"In the context of the case report 'Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis', what implication arises from the combination of a normal macroscopic upper gastrointestinal endoscopy and an abnormal duodenal biopsy regarding the effectiveness of gross endoscopy in excluding malabsorption?","{
  ""contextualized_question"": ""In the context of the case report 'Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis', what implication arises from the combination of a normal macroscopic upper gastrointestinal endoscopy and an abnormal duodenal biopsy regarding the effectiveness of gross endoscopy in excluding malabsorption?"",
  ""notes"": ""The question is designed to assess understanding of the relationship between endoscopic findings and the diagnosis of malabsorption as discussed in the specified case report.""
}"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/1,medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,1,9,4,f1e6534d6ca9664cd882ebecbca491628a5635877d357782b4f12bff97ab1aec,"Based on this case, what additional fibrotic manifestation did the authors argue should be considered part of the monoallelic PARN-associated phenotype?",hepatic fibrosis,hepatic fibrosis,"In the context of the case report on monoallelic PARN mutations and their clinical implications, what additional fibrotic manifestation did the authors suggest should be recognized as part of the associated phenotype?","{
  ""contextualized_question"": ""In the context of the case report on monoallelic PARN mutations and their clinical implications, what additional fibrotic manifestation did the authors suggest should be recognized as part of the associated phenotype?"",
  ""notes"": ""The question is designed to elicit the specific fibrotic manifestation discussed in the document without directly referencing the answer.""
}"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/2,medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,2,3,1,8e0f3cc70e1b0ebd8a29060504cb67cb0a678808250ea7fb0548ac42c7917f0f,What major alternative explanation for pancytopenia and weight loss was weakened by both the marrow study and PET-CT?,overt malignancy,overt malignancy,"In the case report 'Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis', what major alternative explanation for the patient's symptoms was diminished by the findings from both the marrow study and PET-CT?","{
  ""contextualized_question"": ""In the case report 'Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis', what major alternative explanation for the patient's symptoms was diminished by the findings from both the marrow study and PET-CT?"",
  ""notes"": ""The question is designed to assess understanding of the case report's findings and their implications regarding the diagnosis.""
}"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/3,medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,3,6,3,99aec0cc0031e5020bf7daf991c68315686f71074bebe9839a1f73506bbcab83,"After nutritional deficiencies were corrected but the multisystem illness persisted and exome sequencing found a PARN variant, what unifying diagnosis did the team favor?",telomere biology disorder,telomere biology disorder,"In the case report 'Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis', what diagnosis did the medical team lean towards after correcting nutritional deficiencies and discovering a PARN variant through exome sequencing, despite the ongoing multisystem illness?","{
  ""contextualized_question"": ""In the case report 'Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis', what diagnosis did the medical team lean towards after correcting nutritional deficiencies and discovering a PARN variant through exome sequencing, despite the ongoing multisystem illness?"",
  ""notes"": ""The question is designed to assess understanding of the case report's findings and the implications of the PARN variant in relation to the patient's condition.""
}"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/0,medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,0,13,3,7413dda81837b79e3dc9480026206e1803bd8424b8f6308fa8daac963d74ed54,"Despite the lower dose, what practical advantage made the auto-injector preferable during her initial ED treatment?",less treatment delay,less treatment delay,"In the context of the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', what practical advantage did the auto-injector provide during the initial treatment in the emergency department despite its lower dosage?","{
  ""contextualized_question"": ""In the context of the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', what practical advantage did the auto-injector provide during the initial treatment in the emergency department despite its lower dosage?"",
  ""notes"": ""The question is designed to assess understanding of the advantages of using auto-injectors in emergency situations as described in the document.""
}"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/1,medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,1,1,0,7d88451f55a292fedb953726e1992be0e55b2bcbe2a224863aaf66573553a49d,What does this case imply about using only a traditional 4–6 hour observation period for this patient?,could miss relapses,could miss relapses,"In the context of the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', what implications arise from relying solely on a traditional 4–6 hour observation period for the patient?","{
  ""contextualized_question"": ""In the context of the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', what implications arise from relying solely on a traditional 4–6 hour observation period for the patient?"",
  ""notes"": ""The question is designed to elicit the understanding of the limitations of the traditional observation period as discussed in the document.""
}"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/2,medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,2,17,5,bf481c0b3c66f0ad262aafdcfd5a58ef72d1dfee2f638c93810e9d5c061778aa,"Across all four anaphylactic episodes, what total intramuscular epinephrine dose did she receive?",1.6 mg,1.6 mg,"In the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', what was the total amount of intramuscular epinephrine administered across all four anaphylactic episodes?","{
  ""contextualized_question"": ""In the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', what was the total amount of intramuscular epinephrine administered across all four anaphylactic episodes?"",
  ""notes"": ""The question is designed to assess understanding of the total intramuscular epinephrine dose given in the context of the specified case report.""
}"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/3,medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,3,6,2,7ac06a601b365bc8b6f89b609ba4a28a84c86b8a79e5d00a2ba96b55ba17ddf8,"How should the workup's conclusion about mastocytosis be summarized, given supportive findings but unmet formal criteria?",high probability of systemic mastocytosis,high probability of systemic mastocytosis,"In the context of the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', how can the conclusion regarding mastocytosis be characterized when there are supportive findings but the formal diagnostic criteria are not met?","{
  ""contextualized_question"": ""In the context of the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', how can the conclusion regarding mastocytosis be characterized when there are supportive findings but the formal diagnostic criteria are not met?"",
  ""notes"": ""The question is designed to elicit the summary of the workup's conclusion about mastocytosis without directly referencing the answer.""
}"
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/4,medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,4,2,1,ab78a877b2447fa74c78e3701749e16e0de0134155d2abd8d7cf3e91fa4c5229,What dosing problem did the first two epinephrine treatments represent for this patient?,potentially critical underdosing,potentially critical underdosing,"In the context of the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', what issue arose regarding the dosing of the initial epinephrine treatments for the patient?","{
  ""contextualized_question"": ""In the context of the case report 'Multiphasic anaphylaxis in the emergency and intensive care setting', what issue arose regarding the dosing of the initial epinephrine treatments for the patient?"",
  ""notes"": ""The question is designed to elicit the specific dosing problem without directly referencing the answer, while situating it within the relevant document.""
}"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/0,medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,0,8,5,b540e473b28196e48b135795795a8eeeaa04447e6affe293819b1bbc51cdf4f2,"The patient’s grandmother, mother and brother all had early-onset diabetes; based on the report’s description of HNF1A-MODY families, what inheritance pattern does this pedigree fit?",autosomal dominant,autosomal dominant,"In the context of the case report 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', how does the family history of early-onset diabetes in the patient's grandmother, mother, and brother illustrate the inheritance pattern described?","{
  ""contextualized_question"": ""In the context of the case report 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', how does the family history of early-onset diabetes in the patient's grandmother, mother, and brother illustrate the inheritance pattern described?"",
  ""notes"": ""The question is designed to assess understanding of genetic inheritance patterns as described in the report, specifically focusing on the familial occurrence of early-onset diabetes.""
}"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/1,medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,1,5,3,adaf43ea635e49de52aea677092bb2768772ed7d31a83e6726251ad1f4f4de7a,"Combining the negative autoantibodies with the pathogenic HNF1A variant, what type of diabetes process does this case support?",non-autoimmune monogenic diabetes,non-autoimmune monogenic diabetes,"In the context of the case report titled 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', how does the combination of negative autoantibodies and a pathogenic HNF1A variant relate to the classification of diabetes?","{
  ""contextualized_question"": ""In the context of the case report titled 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', how does the combination of negative autoantibodies and a pathogenic HNF1A variant relate to the classification of diabetes?"",
  ""notes"": ""The question is designed to elicit the specific type of diabetes process supported by the findings in the case report without directly referencing the answer.""
}"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/2,medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,2,9,6,6ee99a50c8e245848b37393b1bef76aa72bca3b9416bdd53af95c5f3efd59999,What explicit safety advantage supported using dulaglutide rather than a sulfonylurea-type alternative?,lower hypoglycaemia risk,lower hypoglycaemia risk,"In the case report titled 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', what safety advantage was highlighted for the use of dulaglutide over a sulfonylurea-type alternative?","{
  ""contextualized_question"": ""In the case report titled 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', what safety advantage was highlighted for the use of dulaglutide over a sulfonylurea-type alternative?"",
  ""notes"": ""The question is designed to elicit the specific safety advantage mentioned in the document without directly referencing the answer.""
}"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/3,medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,3,2,0,a4fd9f4d4103d056ef2bf30f1fa9956e78fab9387a50648f2343b910ed4ac2d3,"Despite being absent from major variant databases, what overall ACMG-style interpretation was supported for p.N270S?",likely pathogenic,likely pathogenic,"In the case report titled 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', what was the overall ACMG-style interpretation for the p.N270S variant, despite its absence from major variant databases?","{
  ""contextualized_question"": ""In the case report titled 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', what was the overall ACMG-style interpretation for the p.N270S variant, despite its absence from major variant databases?"",
  ""notes"": ""The question is designed to elicit the specific interpretation related to the p.N270S variant as discussed in the provided case report.""
}"
medical/Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel/4,medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,4,3,1,f8c5c2faa61657c2696cf4d3c2061994402877c15a9499578e3f6b23733cccae,What finally resolved the overlap with type 1 and type 2 diabetes in this patient?,molecular genetic testing,molecular genetic testing,"In the case report titled 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', what method was ultimately used to clarify the diagnostic confusion between type 1 and type 2 diabetes in the patient?","{
  ""contextualized_question"": ""In the case report titled 'Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A', what method was ultimately used to clarify the diagnostic confusion between type 1 and type 2 diabetes in the patient?"",
  ""notes"": ""The question is designed to elicit the specific method used for diagnosis without directly referencing the answer, while also providing context from the case report.""
}"
